rep,method,estimate,error,estimate_income,error_income,main_l2,pair_l2,validation_tv,ess,max_weight,num_trees
131,EB-offset hybrid: pairwise,5.771737010929306,0.10220705009933262,25865.19530303855,1342.2805048322698,2.2419635861294575e-15,4.5603710124941985e-15,0.0035551448016610944,234.30956344446713,0.02105240998743491,2.0
132,Biased source,6.9764458706561605,1.3069159098261869,37041.95555555556,12519.040757349285,0.8916956700131368,1.0043296302575262,0.10656989425898265,449.9999999999999,0.0022222222222222222,
132,Main-effect EB,5.684746767103936,0.015216806273961936,22186.6167918869,-2336.298006319379,1.043433250258262e-09,0.416263498251977,0.011594127353359178,285.7034925563387,0.009910686186136308,
132,Fixed pairwise EB,5.7895542537823985,0.1200242929524249,23640.138989990883,-882.775808215396,9.631946770071745e-10,1.938393211228812e-09,0.007303509870855026,228.6103223167801,0.01665150659295824,
132,EB-offset hybrid: main,5.688276891879239,0.018746931049265392,22347.685941871157,-2175.2288563351212,2.4609109764028613e-09,0.37113475004962854,0.010918132707694178,280.82057911790383,0.011443149929092218,4.0
132,EB-offset hybrid: pairwise,5.7895542537823985,0.1200242929524249,23640.138989990883,-882.775808215396,9.631946770071745e-10,1.938393211228812e-09,0.007303509870855026,228.6103223167801,0.01665150659295824,0.0
133,Biased source,6.9729821215992285,1.3034521607692549,36542.75555555556,12019.84075734928,0.9032234061640121,1.028875485324393,0.10751215191274999,449.9999999999999,0.0022222222222222222,
133,Main-effect EB,5.7020917940591,0.03256183322912598,21213.18520812745,-3309.7295900788304,4.925166141392236e-09,0.5809022957952248,0.018413672409374575,284.10107218829404,0.010528542111107953,
133,Fixed pairwise EB,5.701184499117595,0.031654538287621214,23377.22830974564,-1145.6864884606402,1.208508666143796e-10,1.597817823164371e-10,0.006908154461720565,209.19258121200258,0.021323718712664246,
133,EB-offset hybrid: main,5.688432321707748,0.018902360877774527,21504.998777099652,-3017.9160211066264,8.302479768444748e-10,0.5312875220006231,0.01697273343072275,278.7957323723212,0.011329478323060417,6.0
133,EB-offset hybrid: pairwise,5.696956287964433,0.02742632713445925,23404.52016532405,-1118.3946328822276,7.331199057891133e-16,1.1582882103899865e-15,0.006947816987363385,209.06402788874558,0.02053375824274914,3.0
134,Biased source,7.080101895693413,1.4105719348634391,37641.399999999994,13118.485201793716,0.9186908573544913,1.0617791416123155,0.11220411100829655,449.9999999999999,0.0022222222222222222,
134,Main-effect EB,5.622661998309812,-0.04686796252016201,21872.377011008084,-2650.5377871981946,2.8644577899096352e-15,0.6418185930155246,0.017574906852480983,285.475056568989,0.009878853404210658,
134,Fixed pairwise EB,5.683963430492674,0.014433469662700205,23908.493741483435,-614.4210567228438,3.2408888030594495e-09,5.701557720039011e-09,0.008858587564441677,215.9459652530345,0.01565464364575067,
134,EB-offset hybrid: main,5.541307872052923,-0.12822208877705066,22324.1700390517,-2198.744759154579,1.7656793463067257e-09,0.49727520602593106,0.014670415041591648,264.2484119663418,0.011501927087480495,14.0
134,EB-offset hybrid: pairwise,5.656715056185123,-0.012814904644850245,23881.08879928132,-641.82599892496,5.108955884898228e-15,6.989973267962439e-15,0.008353944851756119,214.74446644303794,0.016208912455426668,7.0
135,Biased source,6.885168844263774,1.2156388834338,40189.91111111111,15666.996312904834,0.865126710451186,0.9786946114011242,0.09921427385104534,449.9999999999999,0.0022222222222222222,
135,Main-effect EB,5.842333819319353,0.17280385848937918,23215.43901955972,-1307.4757786465598,1.8449965369144778e-09,0.4760822047340076,0.012438088754510981,274.6212180389007,0.010039226770566054,
135,Fixed pairwise EB,5.833455610101118,0.16392564927114428,25607.76862749479,1084.8538292885096,1.4046686429220466e-10,1.8488257460877496e-10,0.005082547914139531,176.84292082109943,0.021901459362419027,
135,EB-offset hybrid: main,5.873947854756941,0.2044178939269674,24222.133882029288,-300.780916176991,1.1116178739224504e-15,0.43413375653966774,0.010999750000381777,261.75447432945725,0.012416321176893393,10.0
135,EB-offset hybrid: pairwise,5.854339557335464,0.18480959650549078,26273.973415799206,1751.0586175929275,5.855337057307312e-15,6.876666504441162e-15,0.004981401580559448,173.80058107578276,0.02140085370447973,12.0
136,Biased source,7.379569242414741,1.7100392815847671,41487.06666666666,16964.15186846038,1.0362437645380864,1.1904632654983511,0.12257388030781173,449.9999999999999,0.0022222222222222222,
136,Main-effect EB,5.807096580416102,0.1375666195861287,22951.51451131377,-1571.400286892509,3.97839973936024e-15,0.5123663559211737,0.01654438505296822,264.492920052326,0.01278353702295152,
136,Fixed pairwise EB,5.889379634495866,0.2198496736658928,24755.47451223316,232.5597140268801,8.785801239192205e-15,3.474746091945446e-14,0.006493813083683234,197.31378652126148,0.023161230587670036,
136,EB-offset hybrid: main,5.799599178397472,0.130069217567498,23430.745637909866,-1092.1691602964129,1.941864593098743e-15,0.4402908194525437,0.015218661096431493,254.46959108544743,0.014153172602650697,8.0
136,EB-offset hybrid: pairwise,5.89126416360445,0.22173420277447597,24675.771181804197,152.85638359791847,2.125923793756083e-09,3.378582088607078e-09,0.0061823090996712205,197.56353727159237,0.021873385839401807,6.0
137,Biased source,7.08787058359666,1.418340622766686,39186.66666666667,14663.751868460393,0.9068481138044433,1.0128211875281843,0.10606341297522183,449.9999999999999,0.0022222222222222222,
137,Main-effect EB,5.728634602515477,0.059104641685503445,23844.846118543854,-678.068679662425,1.2323444991988304e-09,0.6639798920495171,0.018098525159401926,261.422432316133,0.01141662060783318,
137,Fixed pairwise EB,5.806267969729483,0.13673800889950893,26435.133020924026,1912.2182227177473,1.9577483984848332e-14,2.979431464757569e-14,0.00816797542531392,169.84189072845294,0.02997597931661683,
137,EB-offset hybrid: main,5.728634602515477,0.059104641685503445,23844.846118543854,-678.068679662425,1.2323444991988304e-09,0.6639798920495171,0.018098525159401926,261.422432316133,0.01141662060783318,0.0
137,EB-offset hybrid: pairwise,5.802927129064452,0.13339716823447834,26426.988355932644,1904.0735577263658,3.4206763129315267e-15,4.8881883867727635e-15,0.007947237690421056,170.08332075087435,0.029910713463381512,1.0
138,Biased source,7.084099487573206,1.4145695267432323,41203.4,16680.485201793723,0.979116700478836,1.0978652514403315,0.1165733899605352,449.9999999999999,0.0022222222222222222,
138,Main-effect EB,5.656153430496057,-0.013376530333916392,21721.87980231248,-2801.0349958937986,2.1547283948583373e-10,0.6438255601165884,0.01751621596418203,249.88796384854865,0.01731376083490063,
138,Fixed pairwise EB,5.71722941698782,0.04769945615784632,23706.187182110407,-816.7276160958718,2.9053905988088515e-15,8.860298099682276e-15,0.01052183503205999,167.31297207157502,0.03045959737391025,
138,EB-offset hybrid: main,5.638177151141861,-0.03135280968811305,22102.4737147012,-2420.4410835050803,8.78622632943555e-11,0.5805677686815324,0.015382666939155621,243.04558344316038,0.014989997723768802,8.0
138,EB-offset hybrid: pairwise,5.71722941698782,0.04769945615784632,23706.187182110407,-816.7276160958718,2.9053905988088515e-15,8.860298099682276e-15,0.01052183503205999,167.31297207157502,0.03045959737391025,0.0
139,Biased source,7.18281335151537,1.5132833906853964,40299.444444444445,15776.529646238167,0.9795462849386737,1.1001829439982325,0.11838084165737398,449.9999999999999,0.0022222222222222222,
139,Main-effect EB,5.7336216089265175,0.06409164809654389,23111.1905330199,-1411.724265186378,1.5122881997328552e-09,0.5388638609098023,0.013933275813205697,254.36027655454285,0.013541066779026292,
139,Fixed pairwise EB,5.825771834393407,0.15624187356343366,25690.349475064686,1167.4346768584073,5.706522641925575e-13,8.088213519864042e-13,0.007747100172481424,184.5471144521002,0.022375063331581575,
139,EB-offset hybrid: main,5.762494961540001,0.09296500071002711,23823.607703988167,-699.3070942181112,2.123330128417139e-09,0.45190448321919663,0.011385658171919492,242.18104210098622,0.01504987331194648,11.0
139,EB-offset hybrid: pairwise,5.836120375785208,0.16659041495523397,26303.535685950825,1780.620887744546,1.348049003939867e-14,2.0814218876146906e-14,0.007513720072246286,179.81310124347064,0.021394468336804195,13.0
140,Biased source,7.080246304629574,1.4107163437996002,40342.51111111111,15819.596312904832,0.9515702235039248,1.0797807805753996,0.11229338584794506,449.9999999999999,0.0022222222222222222,
140,Main-effect EB,5.799531917741468,0.13000195691149408,22467.409608894144,-2055.5051893121345,1.5983560047130117e-09,0.5851968284814796,0.018014461827660783,260.30017548672345,0.012396629018435957,
140,Fixed pairwise EB,5.817594420300473,0.14806445947049962,24345.051316004374,-177.86348220190484,2.1543853440404547e-10,3.0122543819914644e-10,0.005279259993013924,181.17094574855435,0.01971908400012196,
140,EB-offset hybrid: main,5.799531917741468,0.13000195691149408,22467.409608894144,-2055.5051893121345,1.5983560047130117e-09,0.5851968284814796,0.018014461827660783,260.30017548672345,0.012396629018435957,0.0
140,EB-offset hybrid: pairwise,5.817594420300473,0.14806445947049962,24345.051316004377,-177.8634822019012,2.1543857175709943e-10,3.012254682362283e-10,0.00527925999301393,181.1709457485543,0.019719084000121963,0.0
141,Biased source,6.8822797264172,1.2127497655872261,37892.71111111111,13369.79631290483,0.9161953322683911,1.0404694435351454,0.10768921473256327,449.9999999999999,0.0022222222222222222,
141,Main-effect EB,5.636094849596122,-0.033435111233851345,22273.46818164642,-2249.446616559857,5.899666418187213e-11,0.5177349362325269,0.012899272373141363,272.5036615752331,0.013629391012632613,
141,Fixed pairwise EB,5.75100411425178,0.08147415342180597,23976.085230820478,-546.829567385801,2.244174587411271e-09,3.489141298278612e-09,0.0031951002449395354,226.92217249578542,0.01532814719709755,
141,EB-offset hybrid: main,5.642088854998254,-0.02744110583171988,22503.72725956315,-2019.1875386431275,6.507734744673783e-09,0.4648880272531538,0.01081768398900591,269.87049868075223,0.014031749222034911,4.0
141,EB-offset hybrid: pairwise,5.75100411425178,0.08147415342180597,23976.085230820478,-546.829567385801,2.244174587411271e-09,3.489141298278612e-09,0.0031951002449395354,226.92217249578542,0.01532814719709755,0.0
142,Biased source,7.257178592324743,1.587648631494769,41210.57777777778,16687.662979571498,1.0011765326753264,1.144273704133202,0.12226040603918054,449.9999999999999,0.0022222222222222222,
142,Main-effect EB,5.688142276438392,0.018612315608418584,22874.361233269694,-1648.5535649365847,1.2858456638637644e-11,0.5939483452483116,0.017527025377581672,249.51182104828152,0.017354857638918808,
142,Fixed pairwise EB,5.729821087689587,0.0602911268596138,25252.08674364648,729.171945440201,5.017586437271607e-15,1.0759253081390282e-14,0.006684907560384734,163.90929560072317,0.03343757683405621,
142,EB-offset hybrid: main,5.677702811335798,0.008172850505824059,23046.69589284896,-1476.2189053573202,9.519808882217704e-10,0.5725681986560011,0.016996006049692917,248.49056569562046,0.016873516595942446,2.0
142,EB-offset hybrid: pairwise,5.724674007040124,0.05514404621015068,25318.83714505391,795.9223468476303,3.050339282247429e-15,3.805010274318861e-15,0.006837994735238399,163.33517470886133,0.0340835159957598,7.0
143,Biased source,6.87298505295264,1.2034550921226668,38465.399999999994,13942.485201793716,0.9351032919419564,1.0427925091309418,0.10977486732942662,449.9999999999999,0.0022222222222222222,
143,Main-effect EB,5.775722939999049,0.10619297916907566,23131.454267753033,-1391.4605304532452,1.917439201520727e-12,0.4659844403334448,0.015028724664116644,258.9892682894786,0.010966141820549948,
143,Fixed pairwise EB,5.761213010743476,0.0916830499135024,24126.482790792055,-396.43200741422334,2.6036837792652535e-10,4.903495261580577e-10,0.006317256112337189,202.9463199808393,0.021409541777168428,
143,EB-offset hybrid: main,5.761518062918787,0.09198810208881358,23200.279316126893,-1322.6354820793858,2.561165322285837e-09,0.45291321604239854,0.0139768582395943,256.05794287194743,0.011084603261288538,3.0
143,EB-offset hybrid: pairwise,5.754296647913306,0.08476668708333257,24060.35815797906,-462.55664022721976,5.685159042849654e-09,8.090876043460205e-09,0.00614091408615882,202.98028028860284,0.021451487198314648,2.0
144,Biased source,6.818740033807812,1.149210072977838,40044.555555555555,15521.640757349276,0.9035590016219108,1.0409306098814641,0.11065217769552621,449.9999999999999,0.0022222222222222222,
144,Main-effect EB,5.712167524715789,0.04263756388581541,22952.4909431013,-1570.4238551049784,3.818754991474392e-12,0.47195242443454605,0.016703418803634622,282.7832733011432,0.011829410705730637,
144,Fixed pairwise EB,5.784389585559675,0.11485962472970179,23828.74932680277,-694.1654714035103,8.693015936760592e-15,9.62321161354466e-15,0.011712062465301864,230.43770550476412,0.018459337357154527,
144,EB-offset hybrid: main,5.7059641170001605,0.03643415617018686,23281.57315123528,-1241.3416469709991,9.769429331822766e-09,0.416895527539997,0.014146767636797095,276.2799740131357,0.011778897694021136,7.0
144,EB-offset hybrid: pairwise,5.777474915382846,0.10794495455287212,23722.768604879093,-800.1461933271858,2.9479357400176344e-09,4.511726704327867e-09,0.01035442509566154,231.16125558177555,0.015048250618515509,7.0
145,Biased source,7.092031970702968,1.4225020098729946,38115.68888888888,13592.7740906826,0.9224707419560415,1.0652575164438998,0.11331644007877216,449.9999999999999,0.0022222222222222222,
145,Main-effect EB,5.777718602804732,0.10818864197475797,22638.193479310674,-1884.7213188956048,1.9748446978803185e-10,0.420270155368118,0.013429573190701809,288.32750411936155,0.012740178794965674,
145,Fixed pairwise EB,5.819287053231388,0.14975709240141466,23518.30721769513,-1004.6075805111504,2.4905678411618305e-15,2.9213430007606592e-15,0.005803376831020644,250.62224962376516,0.01605117964594318,
145,EB-offset hybrid: main,5.752977534860165,0.08344757403019099,22561.02345803608,-1961.8913401701975,7.34286717974476e-09,0.4017745573168375,0.012047988192074631,282.6688168478593,0.013085978730425442,8.0
145,EB-offset hybrid: pairwise,5.797859871492295,0.12832991066232147,23310.206573502455,-1212.7082247038234,2.2729137133280542e-14,2.438336708290305e-14,0.004071997947678274,247.5783618027992,0.016677015846687467,6.0
146,Biased source,6.935529342948176,1.2659993821182027,39367.84444444444,14844.92964623816,0.8792628767470574,1.0338422986784723,0.10482261291827828,449.9999999999999,0.0022222222222222222,
146,Main-effect EB,5.6459591120350066,-0.02357084879496707,22516.11927946588,-2006.7955187404004,7.130351066347259e-15,0.734246524531962,0.017513439289388134,287.05908153774993,0.012341097910835843,
146,Fixed pairwise EB,5.68822595071127,0.01869598988129617,25827.645192985547,1304.730394779268,9.401744882770644e-11,1.3090488189284531e-10,0.005224082768159554,182.43381061185778,0.023286372637510582,
146,EB-offset hybrid: main,5.635421924243534,-0.03410803658643946,23011.71819739155,-1511.1966008147283,1.2169930605186664e-09,0.6480472988101786,0.015696622158002233,276.82935190817517,0.013294049248602205,7.0
146,EB-offset hybrid: pairwise,5.689385306244664,0.019855345414690362,25793.099926668452,1270.1851284621735,3.148870466254904e-15,4.65915822151715e-15,0.005166997632140689,182.96976928296056,0.02219308420509896,1.0
147,Biased source,7.166739232252344,1.4972092714223706,41492.333333333336,16969.418535127057,0.9433711779422432,1.0613364184784808,0.11164312208856328,449.9999999999999,0.0022222222222222222,
147,Main-effect EB,5.672912104855585,0.003382144025611211,24638.32287009131,115.40807188503095,1.2813202814899623e-12,0.3766567706150275,0.011345155951790895,279.7243150987554,0.01153817559372493,
147,Fixed pairwise EB,5.685823538400774,0.01629357757080019,25356.43338940005,833.5185911937697,4.018674756354796e-10,6.260440897268534e-10,0.008069693792428521,253.26594111973907,0.011350847951743324,
147,EB-offset hybrid: main,5.674670101499007,0.005140140669033677,24827.761664904767,304.84686669848816,2.0627591498167966e-09,0.3794122179810996,0.010715092997992845,278.30828480329666,0.010829190471988066,5.0
147,EB-offset hybrid: pairwise,5.673089711974017,0.003559751144043055,25404.718928791932,881.8041305856532,5.3690503913427295e-15,1.0505401896421077e-14,0.0071698636257081045,251.5476841042695,0.011202851962479016,5.0
148,Biased source,6.961581932262058,1.292051971432084,37776.4,13253.485201793723,0.8933390849488191,0.9855738625202526,0.1068696388038692,449.9999999999999,0.0022222222222222222,
148,Main-effect EB,5.7282854209371274,0.05875546010715382,22155.449703992268,-2367.4650942140106,2.907128999707926e-09,0.5339920708814144,0.012595414297398036,247.7206245693393,0.019415259821309868,
148,Fixed pairwise EB,5.818032436931357,0.14850247610138378,24874.79250139043,351.8777031841528,1.279078810603465e-09,1.5931506237076248e-09,0.006904825923355339,170.20996909282744,0.025119196611692967,
148,EB-offset hybrid: main,5.7143869216106555,0.04485696078068191,22225.800470827537,-2297.114327378742,6.539268953950161e-15,0.5051773812212959,0.010562697846522036,244.7780959607855,0.01969957296406926,5.0
148,EB-offset hybrid: pairwise,5.777925602791904,0.10839564196193052,24548.367578780006,25.45278057372707,6.097222396524744e-14,6.515394074851196e-14,0.0056834318849947755,168.4044103044013,0.02497653483389067,12.0
149,Biased source,7.111324549017806,1.4417945881878325,39545.08888888889,15022.174090682609,0.9381790373690106,1.0835122318251453,0.11387907403453015,449.9999999999999,0.0022222222222222222,
149,Main-effect EB,5.7367297739916845,0.06719981316171086,22967.220482675035,-1555.6943155312438,6.7483837017455655e-09,0.5031636208362037,0.016118333288684776,253.12708156733817,0.021905595858501478,
149,Fixed pairwise EB,5.783052706800632,0.11352274597065826,25195.36776091205,672.4529627057709,5.559121227275257e-13,6.401645621415318e-13,0.007938475060107364,214.6672938262598,0.020268808072957417,
149,EB-offset hybrid: main,5.702502015973763,0.03297205514378909,23016.162639796265,-1506.752158410014,5.044333581529809e-09,0.4811293281870017,0.014520930211463742,251.33512250920933,0.02102320722787447,5.0
149,EB-offset hybrid: pairwise,5.774167988316009,0.10463802748603523,25135.273002967588,612.358204761309,2.182950312288453e-15,4.819445704360564e-15,0.007739355609691467,214.37683394639285,0.02031726157713331,1.0
150,Biased source,7.242833294756901,1.5733033339269271,42511.177777777775,17988.262979571497,0.9378576681870769,1.0347554209361307,0.11106425921971536,449.9999999999999,0.0022222222222222222,
150,Main-effect EB,5.865351715982431,0.19582175515245748,23081.97933879021,-1440.9354594160686,3.953061225365023e-09,0.5041861658957496,0.0119030195077999,275.71264876495326,0.011620976180766273,
150,Fixed pairwise EB,5.8291044346621135,0.15957447383213985,23747.75997671491,-775.1548214913673,2.1862486550029375e-15,5.705119086044462e-15,0.0055833109401995295,217.80620075530527,0.01583096277202339,
150,EB-offset hybrid: main,5.865351715982431,0.19582175515245748,23081.97933879021,-1440.9354594160686,3.953061225365023e-09,0.5041861658957496,0.0119030195077999,275.71264876495326,0.011620976180766273,0.0
150,EB-offset hybrid: pairwise,5.8291044346621135,0.15957447383213985,23747.759976714908,-775.154821491371,2.1678180185914926e-15,5.729347161123015e-15,0.005583310940199523,217.80620075530527,0.01583096277202339,0.0
151,Biased source,7.347700489934126,1.6781705291041522,41383.177777777775,16860.262979571497,1.0206589013423253,1.1512549796829956,0.12230409439975985,449.9999999999999,0.0022222222222222222,
151,Main-effect EB,5.751510664225633,0.08198070339565966,22883.525576839576,-1639.3892213667023,8.755243485429838e-09,0.7218376068992981,0.01683651595100979,239.78351596635468,0.016625337868343876,
151,Fixed pairwise EB,5.7929474687366,0.12341750790662598,24964.811322497077,441.89652429079797,8.045036171444631e-13,1.5208376052924642e-12,0.005719897153569173,135.69883766810437,0.029128077672484206,
151,EB-offset hybrid: main,5.755143395372391,0.08561343454241754,23521.532662780504,-1001.3821354257743,7.983191018884701e-10,0.5955298131638178,0.013854221563419117,226.2776130071719,0.01989084652382293,12.0
151,EB-offset hybrid: pairwise,5.772099620017607,0.10256965918763328,24880.28191760194,357.3671193956616,1.6685400296753463e-14,3.738731489707428e-14,0.004987005347421737,136.45424816506525,0.03304206724321363,13.0
152,Biased source,6.832019664071569,1.1624897032415955,38731.75555555555,14208.840757349273,0.8857778245773562,1.0271010644672678,0.11077141117200924,449.9999999999999,0.0022222222222222222,
152,Main-effect EB,5.633597538807264,-0.035932422022709964,23491.297280717085,-1031.6175174891941,1.8411955873627552e-11,0.46901079648138033,0.013892756914824007,276.53555519578254,0.011657973293315867,
152,Fixed pairwise EB,5.712680708077944,0.04315074724796997,25517.89184001006,994.9770418037806,5.527267343643505e-09,6.825792364046766e-09,0.009258637436575182,223.41629437837696,0.018764898495729206,
152,EB-offset hybrid: main,5.585382058421784,-0.0841479024081897,23300.84976242152,-1222.065035784759,7.362961898860941e-10,0.45678412331771917,0.013855695123266063,272.93772069042706,0.011923949936666487,4.0
152,EB-offset hybrid: pairwise,5.691934782461373,0.02240482163139923,25373.87488986711,850.9600916608324,1.5970303604305173e-15,5.309045046096291e-15,0.008941218328729114,223.05616917939636,0.018532067153198814,2.0
153,Biased source,7.065466452397265,1.3959364915672916,40083.24444444444,15560.329646238162,0.9738819872947505,1.0865425999753786,0.11467264573991053,449.9999999999999,0.0022222222222222222,
153,Main-effect EB,5.479816204156318,-0.18971375667365553,21596.217658794572,-2926.6971394117063,2.176253769348185e-15,0.6464035830317493,0.014917467222977118,272.1888004053815,0.011341265524905213,
153,Fixed pairwise EB,5.552306733236055,-0.1172232275939189,24422.516045165525,-100.39875304075395,1.5972220104898992e-09,2.3900471042001063e-09,0.003680043040384985,178.08750556803648,0.021852574463952525,
153,EB-offset hybrid: main,5.479816204156318,-0.18971375667365553,21596.217658794572,-2926.6971394117063,2.176253769348185e-15,0.6464035830317493,0.014917467222977118,272.1888004053815,0.011341265524905213,0.0
153,EB-offset hybrid: pairwise,5.55094249362853,-0.11858746720144353,24698.200922769385,175.28612456310657,3.1286200695237248e-15,5.39390621707262e-15,0.004543680023867396,178.96649746140156,0.02172632323040378,7.0
154,Biased source,6.720870967567995,1.0513410067380216,37996.177777777775,13473.262979571497,0.920606048401812,1.071441423103089,0.11605137574046412,449.9999999999999,0.0022222222222222222,
154,Main-effect EB,5.5232480188329705,-0.14628194199700317,22108.651220700078,-2414.263577506201,9.6960705123222e-13,0.4909660899951209,0.01372339272908732,270.3320137440987,0.012129761114758322,
154,Fixed pairwise EB,5.63207693234529,-0.03745302848468324,23381.009443294963,-1141.905354911316,2.889687384083655e-09,4.167051027475159e-09,0.00834241812773325,223.34093477849856,0.014085046767229934,
154,EB-offset hybrid: main,5.541743941904302,-0.1277860189256712,22404.932424378057,-2117.982373828221,1.9988752420610433e-09,0.42685773717172654,0.011236220510484222,263.51303218815,0.011944896101249195,6.0
154,EB-offset hybrid: pairwise,5.633251435706521,-0.03627852512345253,23384.83403676422,-1138.0807614420592,3.6663142523240603e-09,5.966296028206676e-09,0.006995750900054761,221.08365977846316,0.014383690457697908,4.0
155,Biased source,6.953390031871516,1.2838600710415422,38353.177777777775,13830.262979571497,0.8773278020585089,1.0318645155462276,0.1103763494436142,449.9999999999999,0.0022222222222222222,
155,Main-effect EB,5.704683021879635,0.03515306104966154,22273.553997857023,-2249.3608003492554,4.4239359386298604e-15,0.49673980951400226,0.014258944205625877,289.8968123854346,0.013293896017973907,
155,Fixed pairwise EB,5.715303477127916,0.045773516297942685,23511.05659031158,-1011.8582078947002,1.2703130342132031e-15,1.5998771969871073e-15,0.010999033857046226,254.62830971222442,0.014262407842510556,
155,EB-offset hybrid: main,5.686300281829201,0.016770320999227373,22407.136359932338,-2115.778438273941,2.0629087277212086e-09,0.4831240613424283,0.013333150129765197,285.6519904243719,0.01286823118926624,5.0
155,EB-offset hybrid: pairwise,5.698479864885718,0.028949904055743936,23696.23232701335,-826.6824711929294,2.220517033023558e-15,2.8224527395876993e-15,0.009885658235855703,251.56665718109085,0.013897726162208891,6.0
156,Biased source,7.006396507089032,1.336866546259058,38672.066666666666,14149.151868460387,0.935881536386218,1.0195677935692702,0.1130365308721066,449.9999999999999,0.0022222222222222222,
156,Main-effect EB,5.72849206146565,0.058962100635675974,21709.54813800586,-2813.3666602004196,1.690787302322964e-10,0.4653941725666987,0.010583904991482741,261.8629775996242,0.011107998937074233,
156,Fixed pairwise EB,5.719510611752763,0.04998065092278914,24094.033738996288,-428.8810592099908,2.915244410606125e-09,5.250817364003213e-09,0.010098019631284512,200.8950084663381,0.016341812220729505,
156,EB-offset hybrid: main,5.696845742728007,0.027315781898033187,21647.626051981446,-2875.2887462248327,3.21719600191283e-10,0.39211415410466155,0.010578325314936028,254.10906596496983,0.011344018689234363,6.0
156,EB-offset hybrid: pairwise,5.684557184277457,0.015027223447483529,23953.728489667752,-569.1863085385266,4.9128125725981195e-15,1.0243387849157238e-14,0.009806678357053074,199.61343013864112,0.0163043749818993,4.0
157,Biased source,6.869891936153478,1.2003619753235046,37869.4,13346.485201793723,0.8564524651046476,1.0041007084309461,0.10217562341329176,449.9999999999999,0.0022222222222222222,
157,Main-effect EB,5.633338626953116,-0.03619133387685736,21530.86138555702,-2992.0534126492603,1.5557568013679713e-11,0.6060494514729832,0.01594666731357232,297.1077044980999,0.011678377297332069,
157,Fixed pairwise EB,5.822352535814209,0.1528225749842358,24539.636161957227,16.721363750948512,2.6863566288133475e-14,6.27320994876823e-14,0.005937267836947956,212.51395424338574,0.021991271785526234,
157,EB-offset hybrid: main,5.6369784375033705,-0.03255152332660316,21963.606584054145,-2559.3082141521336,1.1099132045161363e-15,0.5525649756696639,0.014645499505300015,291.2301354828852,0.013566547286589613,6.0
157,EB-offset hybrid: pairwise,5.819311536055671,0.14978157522569724,25015.008943689074,492.0941454827953,1.5555131663910748e-13,2.2265216518903977e-13,0.005553816387178329,211.2473342859815,0.021955143193119333,4.0
158,Biased source,6.87916288564453,1.2096329248145565,40165.955555555556,15643.040757349278,0.9177665116372988,1.024205663825398,0.11348097531655105,449.9999999999999,0.0022222222222222222,
158,Main-effect EB,5.630122635546493,-0.03940732528348079,23440.045044897797,-1082.8697533084814,3.3821179875941263e-12,0.47013960546522626,0.013213267069468331,278.7593032129697,0.012175646683630704,
158,Fixed pairwise EB,5.647102308727784,-0.022427652102189555,24194.238584795952,-328.67621341032645,6.886227653672153e-10,1.3469414677521413e-09,0.005164426385632715,220.03278221713023,0.013813564194217033,
158,EB-offset hybrid: main,5.629800685123294,-0.039729275706680056,23693.454740255893,-829.4600579503858,1.2244130055566993e-15,0.4358675461522224,0.011983345778825052,276.9043228405357,0.011616988731568446,4.0
158,EB-offset hybrid: pairwise,5.647102308727784,-0.022427652102189555,24194.238584795952,-328.67621341032645,6.886227653672153e-10,1.3469414677521413e-09,0.005164426385632715,220.03278221713023,0.013813564194217033,0.0
159,Biased source,6.923084515489911,1.2535545546599378,38833.2,14310.285201793718,0.9203074950389261,1.0713883788488825,0.11012544981453817,449.9999999999999,0.0022222222222222222,
159,Main-effect EB,5.643202068949849,-0.026327891880124632,21946.802979767122,-2576.111818439156,3.2295825849790138e-09,0.5924186368695277,0.014413046527392077,267.9809194982621,0.012005068499307457,
159,Fixed pairwise EB,5.675106039621495,0.005576078791521333,24386.892064273525,-136.0227339327539,3.233862994075564e-14,4.052670649901992e-14,0.0057042226106878225,202.06648882722473,0.01755320472681096,
159,EB-offset hybrid: main,5.613386943463217,-0.05614301736675653,22259.206331158406,-2263.7084670478725,3.830749574698015e-09,0.529096128470318,0.012769013089114588,259.5469357877272,0.011354069026302805,7.0
159,EB-offset hybrid: pairwise,5.655967773070898,-0.01356218775907525,24385.71702936211,-137.19776884416933,4.62404284924809e-15,1.1918842053505903e-14,0.005563246541194515,201.30617637640438,0.018066880919233138,4.0
160,Biased source,7.3183865126513155,1.6488565518213418,42739.6,18216.68520179372,0.992864650404542,1.142715365893389,0.12099309559399268,449.9999999999999,0.0022222222222222222,
160,Main-effect EB,5.732808959067273,0.06327899823729943,23299.636311375714,-1223.2784868305644,5.263915282326219e-09,0.6870287205521294,0.016709291058215683,269.70014487627117,0.010346947940771236,
160,Fixed pairwise EB,5.855308064645811,0.1857781038158377,26606.835951198344,2083.921152992065,1.902281602543719e-14,2.624231131369476e-14,0.006617142213231862,169.66124539097325,0.023504743090833145,
160,EB-offset hybrid: main,5.729785186396588,0.060255225566614,23705.864284377076,-817.0505138292028,6.005806278204584e-09,0.5528683126013401,0.013396915652280617,249.56854085291207,0.012070960306371038,12.0
160,EB-offset hybrid: pairwise,5.848258725207701,0.17872876437772778,26496.469330591783,1973.554532385504,9.428170623664423e-15,2.5847573102779914e-14,0.006067303608514704,168.0499112324023,0.02461347692699163,3.0
