rep,method,estimate,error,estimate_income,error_income,main_l2,pair_l2,validation_tv,ess,max_weight,num_trees
460,Main-effect EB,5.729487184785459,0.059957223955485084,22597.76107379557,-1925.1537244107094,4.660741847929713e-09,0.5046163281202479,0.009175497423119957,266.8287736958942,0.010926465525157216,
460,Fixed pairwise EB,5.760796395544808,0.09126643471483398,25193.78534164052,670.870543434241,1.2373412243037855e-12,2.0682618252448763e-12,0.005665870077121759,182.7868763360826,0.016792426805253377,
460,EB-offset hybrid: main,5.720957376144187,0.051427415314213576,22644.28804652942,-1878.6267516768603,3.3171834802352825e-09,0.4545093819178532,0.009436168633614213,261.9076486007217,0.011464355845840027,5.0
460,EB-offset hybrid: pairwise,5.759504927771075,0.08997496694110119,25347.315085532584,824.4002873263053,2.8358525516397575e-15,4.85018137536095e-15,0.00561897853164095,182.68264954855363,0.016204927330230465,4.0
461,Biased source,6.983761746986515,1.3142317861565411,40298.511111111104,15775.596312904825,0.8968885523260243,1.0255726865749573,0.10425289265349075,449.9999999999999,0.0022222222222222222,
461,Main-effect EB,5.6285411820262325,-0.04098877880374108,23930.64014542383,-592.2746527824493,7.83657160212048e-14,0.5184557585447366,0.015070447116099868,276.20922681146754,0.014730686337378831,
461,Fixed pairwise EB,5.618100733770029,-0.05142922705994479,24783.348504317284,260.43370611100545,3.749795698596371e-09,6.557119224579841e-09,0.00721584339677936,195.76062988956386,0.02454137295991906,
461,EB-offset hybrid: main,5.614750574556379,-0.054779386273594355,24588.06295532755,65.14815712127165,2.2919421501642554e-09,0.4382943164408505,0.012517038027669288,269.1173318110011,0.015320632140724473,9.0
461,EB-offset hybrid: pairwise,5.618100733770029,-0.05142922705994479,24783.348504317284,260.43370611100545,3.749795698596371e-09,6.557119224579841e-09,0.00721584339677936,195.76062988956386,0.02454137295991906,0.0
462,Biased source,7.075318491382379,1.405788530552405,39282.02222222222,14759.107424015943,0.9073813438249296,1.0390052686093094,0.11575507944416788,449.9999999999999,0.0022222222222222222,
462,Main-effect EB,5.832818314527355,0.16328835369738126,22645.32502899916,-1877.5897692071194,3.123914758448359e-11,0.5965465855451558,0.014746355668898821,271.54932738916824,0.009847224319042744,
462,Fixed pairwise EB,5.858086238804676,0.1885562779747021,25781.154269077462,1258.2394708711836,1.6271906912584093e-14,4.362565060684174e-14,0.010258155916930073,173.8686231992525,0.031746484529495606,
462,EB-offset hybrid: main,5.814949629507113,0.14541966867713896,22667.427217349566,-1855.4875808567122,4.480774797320689e-09,0.5499591281044447,0.014119447346090806,266.3768080618878,0.0109923602276892,5.0
462,EB-offset hybrid: pairwise,5.844720498405912,0.17519053757593817,25745.059796584297,1222.1449983780185,9.137734773652024e-14,1.1366120900514647e-13,0.00916127948586868,172.41137967410836,0.03161402230445072,9.0
463,Biased source,7.0102767635945336,1.34074680276456,41462.26666666666,16939.351868460384,0.9926679998353495,1.1335628717914779,0.1227139614523772,449.9999999999999,0.0022222222222222222,
463,Main-effect EB,5.6308913065547115,-0.03863865427526214,22877.00231749109,-1645.9124807151893,3.904998927842582e-09,0.7182269205394626,0.02092262902969926,250.374184437304,0.014352646341397265,
463,Fixed pairwise EB,5.67027189717846,0.000741936348486405,26411.936200713782,1889.0214025075038,8.077670797660178e-14,2.140111254354826e-13,0.011392803066720164,157.1602325883239,0.03608663759263544,
463,EB-offset hybrid: main,5.588562891766402,-0.08096706906357198,23539.93543986682,-982.9793583394603,3.360207371110142e-09,0.5162566065816756,0.017383714118071384,230.31936462414487,0.016405991801332606,14.0
463,EB-offset hybrid: pairwise,5.638319144271804,-0.031210816558169263,26397.458934046535,1874.5441358402568,5.163811203242727e-15,1.035097023152285e-14,0.010854648634667407,156.80797267434022,0.03586962153206609,3.0
464,Biased source,7.342009871439558,1.6724799106095842,40542.04444444445,16019.129646238172,0.9825740569797764,1.102419191350773,0.11946223139646182,449.9999999999999,0.0022222222222222222,
464,Main-effect EB,5.756681911052056,0.08715195022208277,21655.825779802228,-2867.089018404051,1.3926086904691557e-14,0.5626518056137696,0.017606359787049754,271.9985737813145,0.011736166621361966,
464,Fixed pairwise EB,5.812346494667193,0.1428165338372196,22894.841725768358,-1628.073072437921,3.831258022823177e-14,1.2505042668313564e-13,0.012889240007965075,212.59112326404264,0.018965826471087976,
464,EB-offset hybrid: main,5.760864793519982,0.0913348326900083,21774.8814787809,-2748.03331942538,4.038306918255163e-09,0.5325762103913316,0.01740072539627293,268.7382728680791,0.01246323778860855,2.0
464,EB-offset hybrid: pairwise,5.812346494667195,0.14281653383722137,22894.841725768365,-1628.0730724379137,3.832454058232139e-14,1.2507023241797983e-13,0.012889240007965078,212.59112326404255,0.01896582647108798,0.0
465,Biased source,7.035486468950199,1.3659565081202256,40099.177777777775,15576.262979571497,0.9725022028300749,1.118562446506987,0.12277087337177046,449.9999999999999,0.0022222222222222222,
465,Main-effect EB,5.619673039106396,-0.049856921723577585,22888.747976504073,-1634.1668217022052,4.6242414998906285e-15,0.5202197493545059,0.01586360494371611,272.5587028045185,0.010313890159082302,
465,Fixed pairwise EB,5.696453801389122,0.026923840559148537,24988.83896330352,465.9241650972399,9.62855597921939e-10,1.94934559389943e-09,0.0036489588188052184,195.38180078042652,0.02432149479115089,
465,EB-offset hybrid: main,5.610671767156515,-0.05885819367345846,22889.370464014213,-1633.5443341920654,6.512251950131175e-10,0.5154013856070676,0.01558845750787653,271.7774284356974,0.010389330294089638,1.0
465,EB-offset hybrid: pairwise,5.696453801389124,0.026923840559150314,24988.83896330352,465.9241650972399,9.6285558853891e-10,1.9493456443535873e-09,0.003648958818805221,195.38180078042646,0.024321494791150897,0.0
466,Biased source,7.062173244860919,1.392643284030945,38743.28888888889,14220.374090682613,0.9156658020225116,1.0260113916749753,0.11106716966806675,449.9999999999999,0.0022222222222222222,
466,Main-effect EB,5.694216999137533,0.02468703830755903,20903.116888383764,-3619.797909822515,2.5157506422546977e-14,0.6122706112804389,0.015273319169476928,264.4866543978217,0.013395785770412698,
466,Fixed pairwise EB,5.732690121334085,0.06316016050411122,24506.033999808635,-16.880798397643957,1.844220179981192e-09,2.532658771845848e-09,0.008249119508889343,188.73758225193416,0.02331354805033607,
466,EB-offset hybrid: main,5.669055972611064,-0.00047398821890975995,21385.903431071067,-3137.011367135212,9.55190658378154e-10,0.49168440771043176,0.013184833906838455,246.36764742699103,0.016702232460220966,11.0
466,EB-offset hybrid: pairwise,5.712803735627644,0.04327377479767058,24448.05951862317,-74.85527958310922,3.523730668976023e-14,6.529168462906734e-14,0.0073189374946851975,186.608742761253,0.023053633358867426,4.0
467,Biased source,7.260619351654876,1.5910893908249024,41308.4,16785.485201793723,1.0050228470015057,1.1379430999421367,0.12163560870287352,449.9999999999999,0.0022222222222222222,
467,Main-effect EB,5.6791962820202855,0.009666321190311855,23323.349265849898,-1199.5655323563806,5.097396534894259e-10,0.5213798133966144,0.0162281686255624,262.90607442121285,0.013118230777667711,
467,Fixed pairwise EB,5.707903160815135,0.038373199985161754,24562.847241445168,39.93244323888939,8.43732462029902e-10,1.3222629042362873e-09,0.010187912859107268,215.44019421885906,0.016555727154926765,
467,EB-offset hybrid: main,5.641122626987149,-0.02840733384282501,23827.9421885586,-694.972609647677,3.1427347155029907e-09,0.35321118997857054,0.01120127966182073,249.2391849077511,0.013382704508391394,16.0
467,EB-offset hybrid: pairwise,5.691697942572362,0.02216798174238832,24614.79391797993,91.87911977365002,4.96632136255882e-15,6.3586331720302305e-15,0.008862018587655517,213.89636691100455,0.016883005747549102,5.0
468,Biased source,6.960812128781763,1.2912821679517892,38557.66666666667,14034.751868460393,0.9268236696132499,1.044925093354109,0.11738815732238769,449.9999999999999,0.0022222222222222222,
468,Main-effect EB,5.595296000794141,-0.0742339600358326,23198.14340199314,-1324.7713962131384,2.5437125304318658e-11,0.4636989076296874,0.01396492239058456,271.57485498322893,0.012183628835925801,
468,Fixed pairwise EB,5.66941757725402,-0.00011238357595377835,25133.811124932487,610.8963267262079,1.119536059676454e-15,2.5418710203906284e-15,0.006756338898817315,208.3448252531101,0.019858211410288654,
468,EB-offset hybrid: main,5.5742555402247085,-0.09527442060526514,23483.615684774737,-1039.2991134315416,3.9762000898791636e-09,0.3697291410663513,0.011696888567667912,257.76241931581376,0.013978251790910902,9.0
468,EB-offset hybrid: pairwise,5.59801602189274,-0.07151393893723323,25419.167987089924,896.2531888836456,5.273446372854447e-15,1.711289714558613e-14,0.006491379435365511,202.39060174465695,0.020558180153506023,13.0
469,Biased source,7.022708726812105,1.3531787659821317,41601.066666666666,17078.151868460387,0.899330026463362,1.023417484974007,0.11071858020736962,449.9999999999999,0.0022222222222222222,
469,Main-effect EB,5.796686178795617,0.12715621796564314,23605.605188856884,-917.309609349395,2.578640333226309e-14,0.4530427857143202,0.011277618713463713,280.7092103115881,0.013135803686509354,
469,Fixed pairwise EB,5.698220920525261,0.028690959695287788,24757.225886538312,234.31108833203325,2.3038868091787913e-09,3.5182038273173375e-09,0.00414463228728417,186.651462106134,0.029921384140625458,
469,EB-offset hybrid: main,5.7893905219601205,0.11986056113014687,23803.090075418244,-719.8247227880347,1.7717993233847861e-09,0.4383672339210463,0.01115856589372436,276.21400157710394,0.01227486973434701,4.0
469,EB-offset hybrid: pairwise,5.704548307963542,0.035018347133568106,24742.508883281964,219.59408507568514,6.124524020757198e-09,9.144037325334134e-09,0.0040987835469120625,186.53336079628644,0.030034861173205325,2.0
470,Biased source,6.968451489777602,1.2989215289476288,39524.17777777778,15001.262979571504,0.8585361546045172,0.97266652437936,0.10332806605452369,449.9999999999999,0.0022222222222222222,
470,Main-effect EB,5.799725429934695,0.1301954691047218,24160.074177579434,-362.8406206268446,1.0874310885588458e-13,0.4861638751893756,0.014384786903581366,276.9301313236569,0.01784812044610878,
470,Fixed pairwise EB,5.786961388024906,0.1174314271949326,25519.73917294632,996.8243747400411,2.478846366121041e-09,5.001850966691174e-09,0.005638056022569661,210.05004587244744,0.024108417753985784,
470,EB-offset hybrid: main,5.7857016390058265,0.11617167817585283,24569.10243220473,46.18763399845193,2.1816537929348694e-09,0.45976023971678953,0.013356940258446349,269.9617533830781,0.018839181827813693,6.0
470,EB-offset hybrid: pairwise,5.78345308129514,0.1139231204651665,25543.826675771023,1020.9118775647439,6.078738171830092e-15,6.944257328112468e-15,0.0051315116126385675,209.24581221314875,0.02441406764119759,5.0
471,Biased source,7.260155794564726,1.5906258337347525,42532.444444444445,18009.529646238167,0.9665401460252295,1.121709012918482,0.1153024730902162,449.9999999999999,0.0022222222222222222,
471,Main-effect EB,5.695949716754893,0.02641975592491974,23974.10039326525,-548.8144049410294,7.206973381680461e-12,0.5985303737877253,0.018917980737784015,279.4422497586534,0.013371636585346992,
471,Fixed pairwise EB,5.797757579273801,0.12822761844382757,24563.64491434994,40.7301161436626,5.590370155824433e-13,9.605923947415135e-13,0.010517600776218137,221.92560359087966,0.016261556753871143,
471,EB-offset hybrid: main,5.69868719975715,0.029157238927176365,24778.908147827726,255.99334962144712,7.141319587131149e-10,0.5429689784741893,0.01716661508880801,273.0352194488216,0.01260585161783814,6.0
471,EB-offset hybrid: pairwise,5.781184458854451,0.11165449802447736,25154.191335338244,631.2765371319656,1.7985452360908488e-15,4.63662908679897e-15,0.009253790867465386,217.8980967662798,0.015944183316726392,9.0
472,Biased source,7.281681797686618,1.6121518368566443,40634.73333333333,16111.818535127051,0.9625669140661812,1.090751748222274,0.11644988571744948,449.9999999999999,0.0022222222222222222,
472,Main-effect EB,5.7634264060205265,0.09389644519055285,23061.480426827777,-1461.434371378502,3.0153662096848515e-15,0.5250679897951775,0.013831038467388956,283.695247919155,0.010766190322203696,
472,Fixed pairwise EB,5.757355302729585,0.08782534189961133,24959.634890498204,436.72009229192554,7.465001317091548e-11,1.2803530238649008e-10,0.00986719915442216,218.1366267481434,0.023714334192305238,
472,EB-offset hybrid: main,5.755669690078992,0.08613972924901869,23086.23725995592,-1436.6775382503583,2.947249076860944e-09,0.49847789961164113,0.013939208738431777,281.53558092216224,0.01005004534750722,5.0
472,EB-offset hybrid: pairwise,5.749025260860282,0.07949530003030869,25191.88223393845,668.967435732171,2.429672466784705e-15,2.7681579323359642e-15,0.009018721527848706,217.26265932276996,0.023505060833605373,5.0
473,Biased source,6.872554324759911,1.203024363929937,36176.73333333334,11653.818535127059,0.899888664332571,1.0124753266488224,0.10457721783282342,449.9999999999999,0.0022222222222222222,
473,Main-effect EB,5.726007488354709,0.056477527524735116,20337.10178808299,-4185.813010123289,1.2195164436131948e-11,0.5107944490122582,0.017089075229316793,253.07443531315528,0.014469720422766745,
473,Fixed pairwise EB,5.756103862576687,0.08657390174671331,22332.58423585007,-2190.3305623562082,9.057718857861463e-15,2.0603425211459152e-14,0.005204140632542373,185.80637539567877,0.0252200483122244,
473,EB-offset hybrid: main,5.723134730123868,0.05360476929389435,20357.01003125663,-4165.90476694965,3.7016675179147765e-10,0.5049464333191456,0.016665849393226947,252.17455453533907,0.014737494020476721,1.0
473,EB-offset hybrid: pairwise,5.756103862576689,0.08657390174671509,22332.584235850074,-2190.3305623562046,9.018628163138792e-15,2.053808252235993e-14,0.005204140632542378,185.8063753956787,0.025220048312224404,0.0
474,Biased source,7.172501923593208,1.502971962763234,40278.711111111115,15755.796312904837,0.9247731540930482,1.0448869973291068,0.10870182931169495,449.9999999999999,0.0022222222222222222,
474,Main-effect EB,5.6276317294733635,-0.04189823135661008,22974.807588725806,-1548.107209480473,3.5733839722392625e-11,0.49843885423522377,0.011995421655963807,297.66383820585014,0.012381522792186652,
474,Fixed pairwise EB,5.625841768234538,-0.04368819259543599,24990.339354086336,467.4245558800576,1.204008833695975e-09,2.442450731549199e-09,0.004551707948561617,235.474077870327,0.02116375747301898,
474,EB-offset hybrid: main,5.615291691810998,-0.05423826901897577,23018.46894940524,-1504.4458488010387,7.815484053125825e-09,0.46720365793344987,0.010300956485244726,293.1410903973898,0.01329766406529115,5.0
474,EB-offset hybrid: pairwise,5.619704698514397,-0.0498252623155766,24946.36824454923,423.4534463429518,3.955068654144584e-09,5.290265776631583e-09,0.004428618894011106,235.50230421848156,0.021091967177535337,1.0
475,Biased source,7.260127486462208,1.5905975256322344,40878.51111111111,16355.596312904832,0.9494526199377951,1.072529134211448,0.11390903267136476,449.9999999999999,0.0022222222222222222,
475,Main-effect EB,5.798049589458471,0.12851962862849753,22718.270706370757,-1804.644091835522,3.561271283847098e-14,0.4308671710270473,0.011662940346254614,259.95267827597314,0.016878446232432818,
475,Fixed pairwise EB,5.8563148448395115,0.18678488400953785,24983.529224564056,460.6144263577771,7.607743593657433e-11,1.1123944094503693e-10,0.0056069574189724775,206.35453329121256,0.021076655396866293,
475,EB-offset hybrid: main,5.7916875884956225,0.12215762766564886,22900.02262064042,-1622.89217756586,7.003493226280347e-09,0.38400661057596736,0.010620702150814058,251.110215377704,0.017717646374706585,8.0
475,EB-offset hybrid: pairwise,5.849462398065342,0.17993243723536878,24975.274698984307,452.35990077802853,4.039964072224871e-09,6.720976162388663e-09,0.005688484788661927,204.78501051908194,0.02109987018009124,3.0
476,Biased source,6.8023013468355344,1.1327713860055608,38313.177777777775,13790.262979571497,0.8350403950633855,0.9642686463770653,0.10106607824993499,449.9999999999999,0.0022222222222222222,
476,Main-effect EB,5.560342983607253,-0.10918697722272075,23043.289012858655,-1479.6257853476236,2.9350522254630974e-11,0.4830510246772492,0.012093488872633952,296.40676739738313,0.01122097916025054,
476,Fixed pairwise EB,5.61203004319622,-0.05749991763375384,23801.128112803566,-721.7866854027125,9.217260342749093e-13,1.2709687427288581e-12,0.006326313222368903,253.5680945432444,0.013449320079954613,
476,EB-offset hybrid: main,5.567335241484299,-0.10219471934567448,23307.14329315304,-1215.7715050532388,4.03841218315337e-09,0.43038231911773256,0.010595048299174337,293.7378725521559,0.010614161506233628,5.0
476,EB-offset hybrid: pairwise,5.606806316807267,-0.06272364402270636,23858.80491944158,-664.1098787646988,1.0695406898615023e-14,2.3487439632734695e-14,0.006233714746091591,253.74132556200274,0.013163022419205993,2.0
477,Biased source,6.700333044229819,1.030803083399845,36830.955555555556,12308.040757349278,0.8149161803421815,0.9320520803975124,0.09522930062242484,449.9999999999999,0.0022222222222222222,
477,Main-effect EB,5.6268171354646155,-0.04271282536535814,22500.833487942382,-2022.0813102638967,5.867697389676538e-09,0.6022459838621919,0.01626992235442595,288.54957031761575,0.010717338217458057,
477,Fixed pairwise EB,5.635211069486691,-0.03431889134328259,24182.23292353045,-340.681874675829,1.2730144090956857e-10,2.4113438160486444e-10,0.00654749400535728,211.14698824092494,0.023713039099519977,
477,EB-offset hybrid: main,5.620187829468119,-0.049342131361854946,22518.625173076707,-2004.2896251295715,6.333016448839445e-09,0.5919413061770857,0.01623475355259645,287.50845908044533,0.010465649374409174,3.0
477,EB-offset hybrid: pairwise,5.636377244171072,-0.033152716658901404,24212.25032405245,-310.66447415382936,1.5436595661572595e-15,3.214628280495413e-15,0.00666693145230266,211.02323977640825,0.023640003413280736,1.0
478,Biased source,6.972473699083731,1.3029437382537576,39536.66666666667,15013.751868460393,0.9437486924831084,1.0622502753365517,0.11177251049896811,449.9999999999999,0.0022222222222222222,
478,Main-effect EB,5.744694684369727,0.07516472353975345,22400.76185141561,-2122.1529467906694,5.421421597244888e-11,0.5809709641899953,0.01534065975600845,258.4766714839786,0.01681361625413947,
478,Fixed pairwise EB,5.774503117848765,0.10497315701879106,23603.717016049646,-919.1977821566325,5.361284663733601e-09,8.188309912063193e-09,0.005725360987056992,197.97650317050767,0.023407678901957774,
478,EB-offset hybrid: main,5.743896094582824,0.07436613375285006,22970.833498213193,-1552.0812999930858,8.87965706913134e-09,0.48726611947627124,0.010762916212533863,249.22924409240017,0.015740242092765325,10.0
478,EB-offset hybrid: pairwise,5.761913055194489,0.0923830943645152,23585.79375880442,-937.1210394018599,2.3003093593660984e-15,2.7862022142984816e-15,0.006042445276935483,193.8675035926244,0.02118881980801599,11.0
479,Biased source,7.0988804150075255,1.429350454177552,42102.288888888885,17579.374090682606,0.9646356924494318,1.108283803223228,0.11516302465181406,449.9999999999999,0.0022222222222222222,
479,Main-effect EB,5.7915319731312636,0.12200201230128993,23193.406789868885,-1329.5080083373941,5.5274609668008914e-14,0.6294311285103095,0.01477973993845783,251.1907204677723,0.017992596502797446,
479,Fixed pairwise EB,5.8064629058123005,0.1369329449823269,26580.831822803026,2057.917024596747,1.1274065456821292e-10,1.9407847302330538e-10,0.008342040392880078,178.55974841053683,0.033372141573060336,
479,EB-offset hybrid: main,5.773604059664059,0.10407409883408558,23201.361810302635,-1321.552987903644,4.5634157523224116e-09,0.6022726140062309,0.014041791630767717,248.43922833761613,0.017266326125944028,4.0
479,EB-offset hybrid: pairwise,5.779664646687097,0.1101346858571235,26512.54225666854,1989.6274584622624,3.592398697439904e-14,5.23137253945478e-14,0.008039576581683123,178.4156091378246,0.033752118360048655,6.0
480,Biased source,7.185313407975237,1.5157834471452638,42179.0,17656.08520179372,0.9323993548001519,1.0447701899345097,0.10772746182013762,449.9999999999999,0.0022222222222222222,
480,Main-effect EB,5.73201795964613,0.062487998816155965,23087.972340698718,-1434.942457507561,9.26794615039455e-14,0.540728194239058,0.017494017256471164,268.8475871784833,0.012982371457710301,
480,Fixed pairwise EB,5.83750429511207,0.1679743342820963,26410.94571086849,1888.0309126622124,1.8453009470319093e-14,3.399712900948804e-14,0.007205212449220339,197.93933702126347,0.021292884620961336,
480,EB-offset hybrid: main,5.716101591292744,0.04657163046277013,23459.21134475574,-1063.70345345054,1.5280894339587108e-09,0.5006754526507948,0.0164543002376086,265.3483257972817,0.013516294646402794,4.0
480,EB-offset hybrid: pairwise,5.824838294948224,0.15530833411825018,26594.168870007103,2071.254071800824,4.720782882177663e-09,6.660848054061261e-09,0.0064845554359292635,196.8852243462294,0.02119463148248891,3.0
481,Biased source,6.9788075176941,1.3092775568641262,40571.68888888889,16048.774090682615,0.9212548236041461,1.0368006418561386,0.11047166662712277,449.9999999999999,0.0022222222222222222,
481,Main-effect EB,5.608476574730095,-0.06105338609987854,22893.397259538608,-1629.517538667671,2.2826351145297314e-09,0.5512002257170789,0.016275977472307402,258.2842205219695,0.013169860668219204,
481,Fixed pairwise EB,5.438718351779783,-0.23081160905019082,23433.6786270569,-1089.2361711493795,2.2133928792567033e-14,2.8922388788466535e-14,0.01063135413031,178.3369499743053,0.020383159607527426,
481,EB-offset hybrid: main,5.570352527889041,-0.09917743294093295,22739.953335193866,-1782.9614630124124,1.181176109277878e-09,0.502289057026427,0.01596277779863028,251.23152090071792,0.012636557212564544,5.0
481,EB-offset hybrid: pairwise,5.449220561324536,-0.22030939950543793,23274.008958711063,-1248.9058394952153,4.954401181020682e-13,5.879878964612983e-13,0.008415889142654268,176.56551479243814,0.020844747424890304,6.0
482,Biased source,7.195716440384081,1.5261864795541076,41933.66666666667,17410.751868460393,1.0612133224629494,1.1705523250672607,0.12518227473683408,449.9999999999999,0.0022222222222222222,
482,Main-effect EB,5.637745869158108,-0.03178409167186569,22923.264695240043,-1599.6501029662359,5.403476011543239e-15,0.49965631909297237,0.01132213264088994,251.90466510273598,0.015187273296792304,
482,Fixed pairwise EB,5.676638953584719,0.0071089927547456355,24617.620504058978,94.70570585269888,4.844748673457907e-10,6.761190748308043e-10,0.006653983903617143,199.22566448660243,0.023649452699206423,
482,EB-offset hybrid: main,5.635265897679062,-0.03426406315091146,22999.15165037429,-1523.763147831989,1.3557007489053226e-09,0.4581211688250869,0.011054071205552704,247.89967340139904,0.016119220189153734,3.0
482,EB-offset hybrid: pairwise,5.676638953584719,0.0071089927547456355,24617.620504058978,94.70570585269888,4.844748673457907e-10,6.761190748308043e-10,0.006653983903617143,199.22566448660243,0.023649452699206423,0.0
483,Biased source,7.0925558567642675,1.4230258959342938,40043.399999999994,15520.485201793716,0.9393346444563013,1.0918499163762128,0.11777977080219257,449.9999999999999,0.0022222222222222222,
483,Main-effect EB,5.795669206588111,0.12613924575813762,22349.351462149058,-2173.563336057221,2.856354009237636e-09,0.5556218983517391,0.01883087673393925,244.44030005532116,0.02069262830430748,
483,Fixed pairwise EB,5.8450975053907825,0.17556754456080892,24424.74914174793,-98.16565645834999,2.0357535937589115e-12,2.7214346554843293e-12,0.010655318917904706,205.71727782457845,0.015184525994591113,
483,EB-offset hybrid: main,5.822770988239501,0.1532410274095275,23223.074209312763,-1299.8405888935158,4.815560475862222e-09,0.38380958849981217,0.015484331903596618,232.4703869584907,0.02147336897353437,11.0
483,EB-offset hybrid: pairwise,5.834701762613849,0.1651718017838757,24336.033648604647,-186.88114960163148,1.6531681893680786e-15,2.620805316793192e-15,0.010387771794382356,203.79251015769267,0.01455646378916787,5.0
484,Biased source,7.306462670543018,1.6369327097130446,39522.73333333334,14999.818535127059,1.0113350472266678,1.1460314702657637,0.1252176746466734,449.9999999999999,0.0022222222222222222,
484,Main-effect EB,5.743587625690948,0.07405766486097409,21178.716387572968,-3344.198410633311,1.891637705931736e-10,0.4353208370336548,0.01332103654952474,270.7331605996568,0.012117109382302803,
484,Fixed pairwise EB,5.852049343590774,0.18251938276080004,22977.268212565694,-1545.6465856405848,2.2093681053480346e-13,4.415594053661399e-13,0.009059709942049276,219.28067222647067,0.018352232776813547,
484,EB-offset hybrid: main,5.74218878909831,0.07265882826833625,21254.10671971875,-3268.8080784875274,8.087571688452924e-09,0.42733368321865833,0.012846892531714104,269.28776051484306,0.012278368845183206,2.0
484,EB-offset hybrid: pairwise,5.834284290635196,0.16475432980522253,22888.340224362644,-1634.5745738436344,1.224461633927627e-15,2.6306672778819975e-15,0.008503329776912226,218.9923163232016,0.018202072459360712,2.0
485,Biased source,6.83191730025581,1.1623873394258366,41040.91111111111,16517.996312904834,0.8999322159037185,1.0634854888047975,0.1088449474458445,449.9999999999999,0.0022222222222222222,
485,Main-effect EB,5.735600248402815,0.06607028757284095,24759.9834794157,237.0686812094209,4.1864103130910697e-13,0.5357374595163025,0.014906478755001371,280.4708287912258,0.01357881803018843,
485,Fixed pairwise EB,5.866077392498529,0.19654743166855582,25964.269984852235,1441.3551866459566,4.164206479568693e-12,9.263881433932805e-12,0.006573567294736909,211.2866136377051,0.023975681536998656,
485,EB-offset hybrid: main,5.677796441885703,0.008266481055729358,24606.06470063944,83.1499024331606,1.0375329519930418e-09,0.5060964148002259,0.014102152476734343,271.5598781590511,0.012099393094064846,7.0
485,EB-offset hybrid: pairwise,5.82568935872896,0.15615939789898636,25699.210099956137,1176.2953017498585,5.482684309559519e-09,8.756374711071797e-09,0.005600896749807026,206.18312150149896,0.023498276671597432,6.0
486,Biased source,7.1545837506974035,1.4850537898674299,38470.955555555556,13948.040757349278,0.9801190893526389,1.0958528805634546,0.12058193149374036,449.9999999999999,0.0022222222222222222,
486,Main-effect EB,5.704821508925694,0.03529154809572077,21139.20801457498,-3383.7067836313,1.3219470707091615e-13,0.47820643101189647,0.014139678299104903,263.6197822748381,0.012024533294989022,
486,Fixed pairwise EB,5.7687560540338465,0.09922609320387288,23676.718878183387,-846.1959200228921,2.9851071354098766e-15,5.308761205117652e-15,0.006171286206110445,211.45809643162187,0.01856473037231758,
486,EB-offset hybrid: main,5.703387707940814,0.03385774711084011,21190.184324320104,-3332.730473886175,7.107637448088686e-10,0.4716290898935132,0.01373671673751078,262.9489326559308,0.01202646280997886,1.0
486,EB-offset hybrid: pairwise,5.768756054033847,0.09922609320387377,23676.71887818339,-846.1959200228885,2.9567446470488875e-15,5.155333524722441e-15,0.006171286206110445,211.4580964316218,0.018564730372317585,0.0
487,Biased source,6.9595177467795,1.2899877859495268,37756.444444444445,13233.529646238167,0.8244434141205745,0.9530762462366281,0.09565672527107522,449.9999999999999,0.0022222222222222222,
487,Main-effect EB,5.655868938172446,-0.013661022657527333,22997.03437121548,-1525.8804269907996,6.207419782615841e-09,0.5497710329058613,0.012290162229813318,304.51621989963394,0.009583155096709029,
487,Fixed pairwise EB,5.717942147707971,0.04841218687799742,23982.146498394577,-540.7682998117016,8.936065411170304e-16,2.3088223647470966e-15,0.003349678403053886,240.56490766355793,0.01618224473429757,
487,EB-offset hybrid: main,5.666891514142726,-0.002638446687247331,23193.809812140826,-1329.104986065453,9.013787853363811e-09,0.5140029534214061,0.011226028567998305,303.7752373443892,0.009189831752986906,2.0
487,EB-offset hybrid: pairwise,5.717942147707972,0.04841218687799831,23982.14649839458,-540.768299811698,8.721624685013825e-16,2.360892947019941e-15,0.003349678403053877,240.56490766355782,0.016182244734297573,0.0
488,Biased source,7.370009778818924,1.70047981798895,43238.288888888885,18715.374090682606,1.006020310841224,1.1282301798454812,0.12149141496824632,449.9999999999999,0.0022222222222222222,
488,Main-effect EB,5.668572911682414,-0.0009570491475594523,23075.41093493402,-1447.5038632722571,5.446159350945749e-09,0.564439800302269,0.013948542384409865,270.49688373329496,0.012230120795834045,
488,Fixed pairwise EB,5.776263467958069,0.10673350712809526,24738.62934743229,215.7145492260097,1.2108554867504494e-14,2.5559636431331923e-14,0.004752154848893963,212.4196038955469,0.02045569445381986,
488,EB-offset hybrid: main,5.627370528946001,-0.042159431883972864,23465.984532590126,-1056.9302656161526,9.64605363308315e-10,0.42571663468833393,0.01066286935778647,257.85857648844205,0.010808109618196494,13.0
488,EB-offset hybrid: pairwise,5.773268104106422,0.10373814327644837,24695.67884633927,172.76404813299087,2.278312125279334e-15,2.8107830284195962e-15,0.004606145548497066,212.45534371853697,0.020260501437113346,3.0
489,Biased source,7.045542160982467,1.376012200152493,40057.8,15534.885201793724,0.9473428600032989,1.0849202499248645,0.11398074991498035,449.9999999999999,0.0022222222222222222,
489,Main-effect EB,5.637942007897871,-0.031587952932103036,22696.310110592665,-1826.6046876136134,8.797783024478322e-09,0.4814666606629983,0.016031228929506508,273.3677554377366,0.01112460831723344,
