method,estimate,error,ess,main_l2,pair_l2,latent_z_l2,num_trees,rep
EB main,207.00841637239444,-3.219856409926706,393.1161297678459,5.934860608215376e-15,0.4127533238970333,0.18469422420391915,0.0,123
EB pairwise,209.3044455742037,-0.9238272081174443,351.87579419658135,7.919366299978959e-11,9.846626723064977e-11,0.05413431852047314,0.0,123
EB-offset hybrid: main,207.32887093021841,-2.899401852102727,391.69189279439604,6.243392479344015e-09,0.37415984456635276,0.17833359225668735,4.0,123
EB-offset hybrid: pairwise,209.9098707087782,-0.3184020735429556,353.15681483922526,1.7042427244390787e-13,1.890498868687268e-13,0.04008760798816531,13.0,123
Naive respondents,202.4443894085237,-9.249787484514513,498.0000000000003,0.45014959970523893,0.17496419847458064,0.46368310716543715,0.0,124
OLS prediction,209.32923081362708,-2.3649460794111405,,,,,,124
EB main,208.42719309652801,-3.2669837965102033,377.6547230757391,3.1760665291592326e-15,0.31061271556574716,0.22108235984458827,0.0,124
EB pairwise,210.1128004777099,-1.5813764153283216,336.75195466548223,9.48524458684033e-14,1.5801590048572183e-13,0.11347331241049805,0.0,124
EB-offset hybrid: main,208.8397162746582,-2.854460618380017,375.40823145500286,4.824305510546876e-10,0.29721977910243924,0.21084776587727597,8.0,124
EB-offset hybrid: pairwise,211.17880222874098,-0.5153746642972408,341.6365071552375,2.9667350259976013e-15,2.409969583700591e-15,0.09849868184276807,14.0,124
Naive respondents,201.89413016468944,-9.775038920060325,496.9999999999997,0.3876883956666239,0.2653384112014643,0.4342234248817234,0.0,125
OLS prediction,210.27771131440602,-1.3914577703437487,,,,,,125
EB main,209.07263661364357,-2.596532471106201,378.63630250133485,4.867658253201985e-15,0.12292062636973926,0.14599311839632945,0.0,125
EB pairwise,209.08478844083675,-2.584380643913022,364.82315949920064,1.4734729808692825e-10,3.617055089844072e-10,0.12191295225047685,0.0,125
EB-offset hybrid: main,209.31943719478534,-2.3497318899644313,382.82634030209346,1.564165442220899e-09,0.10570549620959022,0.13786759361404838,2.0,125
EB-offset hybrid: pairwise,209.46144329144647,-2.2077257933032968,369.1963543492642,2.6936775257628445e-11,6.596283041986765e-11,0.10739202917061735,4.0,125
Naive respondents,202.56110769899536,-10.46359689454394,500.99999999999994,0.41663677180961056,0.20472031168413088,0.4687632594838609,0.0,126
OLS prediction,210.60802774124096,-2.4166768522983375,,,,,,126
EB main,210.0629695998962,-2.9617349936430912,385.5549867475309,5.134758106641415e-09,0.2226654509064099,0.22197487502741253,0.0,126
EB pairwise,210.58313280220528,-2.441571791334013,338.6953734523374,2.0440433718521165e-13,4.910859938988453e-13,0.15147435372386392,0.0,126
EB-offset hybrid: main,210.43172480723877,-2.592979786300532,376.782785590526,5.321445078694895e-09,0.18835059989579325,0.19626002826020553,7.0,126
EB-offset hybrid: pairwise,210.80943337643205,-2.2152712171072437,337.9031192942008,2.1888169246817383e-14,3.237919570136802e-14,0.14786829846198565,6.0,126
Naive respondents,200.50078408260043,-11.572811728641511,487.99999999999955,0.4833589984374069,0.24586197293514794,0.5156847049505495,0.0,127
OLS prediction,211.72841016538678,-0.3451856458551674,,,,,,127
EB main,210.79336932746924,-1.280226483772708,302.12988326094194,3.53889036645569e-15,0.21875709869227172,0.19442381137926276,0.0,127
EB pairwise,212.19476205386954,0.12116624262759501,255.22694660435516,1.4816283811141813e-10,2.0869847463474177e-10,0.08533743603050038,0.0,127
EB-offset hybrid: main,210.47506537845177,-1.5985304327901702,300.08142980623177,2.732674739034587e-09,0.2580591063664069,0.2009498219733685,8.0,127
EB-offset hybrid: pairwise,212.956643401785,0.8830475905430433,248.24167918384578,7.225051172379792e-12,9.14393130150424e-12,0.04506191725506816,39.0,127
Naive respondents,198.56419358530408,-9.390127385592052,505.9999999999996,0.39458198024443686,0.2057740366758194,0.4555060607900741,0.0,128
OLS prediction,206.99363396373533,-0.9606870071608,,,,,,128
EB main,205.4949990918283,-2.4593218790678293,395.78066543680825,1.3275849131195011e-11,0.4056726858206544,0.19413228864128754,0.0,128
EB pairwise,208.02318100031098,0.06886002941485003,336.1748858987933,2.337594321232275e-10,1.4491654088901331e-10,0.018003720535246553,0.0,128
EB-offset hybrid: main,206.075688737111,-1.8786322337851402,390.369291846581,1.1542968357146628e-11,0.3268672372265693,0.1492484560054304,7.0,128
EB-offset hybrid: pairwise,208.65262191103335,0.6983009401372158,335.3676559943693,1.9998191834816632e-13,4.407999089208027e-13,0.03192549364066841,17.0,128
Naive respondents,204.66306229930808,-6.588561215174252,481.0,0.4653569761405742,0.20646879829576503,0.46375138361742757,0.0,129
OLS prediction,210.70359037214536,-0.5480331423369762,,,,,,129
EB main,209.53568107668224,-1.715942437800095,375.7668250164512,2.1515552979891477e-15,0.24932280474955526,0.1409190723882512,0.0,129
EB pairwise,210.7124881738568,-0.5391353406255348,352.8716266798006,4.991370465149294e-12,4.658208620847899e-12,0.023184525343540083,0.0,129
EB-offset hybrid: main,210.44497906571686,-0.8066444487654678,374.41382151164214,1.6741433354721483e-11,0.18566508121932424,0.1057455651740988,15.0,129
EB-offset hybrid: pairwise,211.49074136294868,0.23911784846634987,355.7914525149431,3.4889042817812063e-09,2.532681611754036e-09,0.013411895237704021,11.0,129
Naive respondents,200.20127764820867,-10.022132855816608,486.99999999999966,0.4236111295017149,0.17414970397089885,0.4609997030219896,0.0,130
OLS prediction,209.58688932400656,-0.6365211800187183,,,,,,130
EB main,208.64252667119368,-1.5808838328316028,376.6948465111649,1.0322797129562767e-09,0.28577426554171004,0.18386734659309387,0.0,130
EB pairwise,209.60456311205104,-0.6188473919742421,313.48783248765903,4.422873915283352e-15,4.008092369574459e-15,0.05330260793742177,0.0,130
EB-offset hybrid: main,208.86684037704745,-1.3565701269778287,372.50037409119534,2.2435483553201733e-10,0.251051828729576,0.16393585622390472,5.0,130
EB-offset hybrid: pairwise,209.746132605673,-0.47727789835226986,319.86631808983105,1.2169914648276132e-15,1.32752947904409e-15,0.05208172589581014,4.0,130
Naive respondents,200.6305472019904,-10.494677590540164,492.0000000000003,0.4655821589208005,0.2516862688444008,0.4804563841276317,0.0,131
OLS prediction,210.09724900160973,-1.0279757909208342,,,,,,131
EB main,209.41080586691783,-1.7144189256127333,344.083719696714,7.4120697349280045e-09,0.14384211796508045,0.1868394682325331,0.0,131
EB pairwise,210.15216156073697,-0.9730632317935886,321.75814565813357,2.353531666169342e-15,4.136785060863013e-15,0.11907913171965982,0.0,131
EB-offset hybrid: main,209.60716633472214,-1.5180584578084222,337.92381434747995,4.0676290273818004e-09,0.12180465529168402,0.18495135067156437,8.0,131
EB-offset hybrid: pairwise,210.3255561098788,-0.7996686826517703,319.15439299491027,4.53102491053707e-15,2.7578061079776352e-15,0.11633237190671356,8.0,131
Naive respondents,201.1430320820973,-9.797345982007926,490.99999999999994,0.44733426898169765,0.18307336375513414,0.483181827669879,0.0,132
OLS prediction,210.73160714324098,-0.20877092086425364,,,,,,132
EB main,209.96421075566582,-0.9761673084394147,358.5750110426577,6.971461349798607e-10,0.21420350173435573,0.13144888532244015,0.0,132
EB pairwise,210.99017139428352,0.04979333017828935,322.6581659144835,5.580804011489789e-15,7.15585061649986e-15,0.04153512667677034,0.0,132
EB-offset hybrid: main,210.6939375493761,-0.2464405147291302,349.9255500523687,1.5818937185380803e-10,0.17356022909060315,0.11121118087243723,11.0,132
EB-offset hybrid: pairwise,211.41650728300107,0.47612921889583504,309.22285746001756,2.406800918062964e-09,4.346217891716102e-09,0.04441494772236156,31.0,132
Naive respondents,199.0598222896917,-11.24121648577048,505.9999999999996,0.4500749275018377,0.2349788171842613,0.4834513089270063,0.0,133
OLS prediction,208.37901273631712,-1.9220260391450665,,,,,,133
EB main,207.5829205209753,-2.718118254486882,343.8994590222869,3.2975046703658567e-15,0.38604578309016424,0.21893813612680124,0.0,133
EB pairwise,210.10854466354306,-0.19249411191913168,267.255628124095,2.571360508598414e-09,3.941715269750673e-09,0.062079417751128026,0.0,133
EB-offset hybrid: main,208.8447604509085,-1.4562783245536934,333.8971833134313,3.70635827994424e-15,0.2819879334588074,0.15247591396119814,10.0,133
EB-offset hybrid: pairwise,210.871331183081,0.5702924076188083,276.38172081585986,1.8764177198253616e-14,1.779993890727197e-14,0.04316751841505831,33.0,133
Naive respondents,198.9624015662291,-10.253107237964798,524.0,0.44140286566448445,0.16529815729532155,0.4823086239505779,0.0,134
OLS prediction,208.02732095945737,-1.1881878447365182,,,,,,134
EB main,206.61633974678085,-2.599169057413036,381.86267012905864,4.161766632495995e-12,0.3263287250482559,0.17881909209459682,0.0,134
EB pairwise,209.0100913366873,-0.20541746750657808,350.31818365471315,2.729213392539429e-13,5.562511343989387e-13,0.04448123691855323,0.0,134
EB-offset hybrid: main,207.25110608248173,-1.9644027217121618,378.1760859206389,2.5340324772497734e-09,0.2554684849305703,0.148898318722332,8.0,134
EB-offset hybrid: pairwise,209.20441284901727,-0.011095955176614325,343.5059153691148,1.649174751801057e-09,3.001012619516998e-09,0.06077229644738391,12.0,134
Naive respondents,201.99788049675723,-9.515801520021853,486.99999999999966,0.49426341521900674,0.23474341641146965,0.5032715791781232,0.0,135
OLS prediction,210.32561164535926,-1.1880703714198262,,,,,,135
EB main,209.47313539959984,-2.0405466171792455,352.0107805572726,7.705532905712447e-10,0.31527837654267016,0.1895720657568711,0.0,135
EB pairwise,210.7233567877131,-0.790325229065985,304.94903473881647,4.609780412644078e-13,8.363874405336192e-13,0.07714694618437917,0.0,135
EB-offset hybrid: main,209.6594582485317,-1.8542237682473797,337.0032718563075,1.4072244910369783e-11,0.2657100567306836,0.1692413054509234,14.0,135
EB-offset hybrid: pairwise,210.79021330408503,-0.7234687126940571,299.73354175379706,6.682190537125306e-11,7.719452921285946e-11,0.0727435045180317,11.0,135
Naive respondents,200.259579809334,-10.199918248123367,500.0000000000005,0.4471475776761133,0.20365086333057547,0.4553501031955827,0.0,136
OLS prediction,209.84258250198738,-0.6169155554700012,,,,,,136
EB main,208.0576859145995,-2.4018121428578922,337.6485486452795,1.230962359707407e-14,0.21409629454248824,0.14819558665255136,0.0,136
EB pairwise,208.4712278050433,-1.9882702524140825,327.8862796024117,2.7925410636661383e-13,5.17377330242019e-13,0.13032940228505674,0.0,136
EB-offset hybrid: main,208.74888361563364,-1.7106144418237363,350.5473937822583,2.650592397621632e-10,0.18299916192238347,0.12468083729388303,7.0,136
EB-offset hybrid: pairwise,208.7644404322796,-1.6950576251777818,333.0042661293076,1.3023097149927398e-13,1.8481406665708936e-13,0.13119311336716738,8.0,136
Naive respondents,202.04556537289136,-8.28500828223602,501.99999999999955,0.4272077959511799,0.16901906479484885,0.44009387472522243,0.0,137
OLS prediction,211.23462466831538,0.9040510131879955,,,,,,137
EB main,209.99424683519715,-0.3363268199302354,387.4320209257531,2.82950892265222e-11,0.3064521297961242,0.0755026330763597,0.0,137
EB pairwise,209.7424373083189,-0.5881363468084828,371.6259661843455,5.118565256021365e-15,4.964083922909528e-15,0.08042584692698473,0.0,137
EB-offset hybrid: main,210.120265433105,-0.21030822202237687,388.5663755140772,6.433797045426041e-10,0.28444364224527774,0.06860887020719428,2.0,137
EB-offset hybrid: pairwise,210.0273009886627,-0.303272666464693,371.9852971447143,6.838248187245388e-12,2.275989976472729e-11,0.07814727888777856,9.0,137
Naive respondents,201.72839844794163,-10.978862809375642,486.00000000000034,0.4126374397446585,0.1115756234303506,0.468992195418274,0.0,138
OLS prediction,211.86227431218373,-0.8449869451335417,,,,,,138
EB main,209.72845108658802,-2.978810170729247,340.1445653410267,2.197664811588856e-15,0.4151265124087976,0.17226595413439263,0.0,138
EB pairwise,211.91193466987056,-0.7953265874467093,326.8861715611787,3.3964457078001097e-12,8.896888950606713e-12,0.05877115137067598,0.0,138
EB-offset hybrid: main,210.64133456060912,-2.0659266967081464,357.8959372326389,2.8773799644330717e-10,0.2696484354355492,0.15208026845681832,8.0,138
EB-offset hybrid: pairwise,212.2980101757828,-0.4092510815344781,334.5432056169523,2.276336016985627e-15,1.764592938564308e-15,0.05315173063974413,7.0,138
Naive respondents,200.841165648898,-9.265559926352296,512.0,0.43114450325977205,0.1685159750455384,0.4465203160198968,0.0,139
OLS prediction,210.6855523514279,0.5788267761776069,,,,,,139
EB main,209.52023372149617,-0.5864918537541257,387.3403613152351,1.3591233078634111e-09,0.14867750822767478,0.07391253775036934,0.0,139
EB pairwise,210.4289313429013,0.3222057676510133,365.94526446686274,6.509123499234337e-11,6.602057184337088e-11,0.02025546657957994,0.0,139
EB-offset hybrid: main,209.78050654747196,-0.3262190277783361,382.05594551996376,4.9957365297109116e-11,0.13336620776251074,0.06670595114722015,5.0,139
EB-offset hybrid: pairwise,210.60002721501007,0.49330163975977825,367.77416449929046,1.9529763459119775e-15,1.6814974508546232e-15,0.026427479274255622,2.0,139
Naive respondents,202.71678718464833,-10.494581501232233,482.9999999999999,0.4108487480757614,0.14983113898121683,0.47486167840061283,0.0,140
OLS prediction,212.43608819476887,-0.7752804911116868,,,,,,140
EB main,211.10671320131442,-2.1046554845661376,371.35157261404504,8.884120307351322e-09,0.34279525014894163,0.1448051274438334,0.0,140
EB pairwise,210.75232608890715,-2.459042596973404,338.69438547707057,3.60254982582536e-15,6.156278217025823e-15,0.1318487306725279,0.0,140
EB-offset hybrid: main,211.18280987893306,-2.028558806947501,371.6319052371599,2.022799233812227e-09,0.33760255761160557,0.13800085751305757,1.0,140
EB-offset hybrid: pairwise,210.8126706376114,-2.3986980482691536,338.9782084746578,3.481184531279404e-15,2.7042553023117813e-15,0.13187637146953676,1.0,140
Naive respondents,200.19875772570805,-10.243384011023892,503.00000000000017,0.430838581738525,0.20275685817601927,0.4765417313769932,0.0,141
OLS prediction,208.29101095653644,-2.1511307801955013,,,,,,141
EB main,207.4200416781058,-3.022100058626137,399.0907608536696,1.1610537516445486e-11,0.2606888349154298,0.18912708837375236,0.0,141
EB pairwise,207.84209278986634,-2.6000489468655985,363.02099602416735,5.613656535931547e-16,1.066639133222879e-15,0.1161071428520466,0.0,141
EB-offset hybrid: main,208.27040381105257,-2.1717379256793663,386.39705902492074,3.881232621450698e-15,0.17110332519363505,0.1557429922080641,10.0,141
EB-offset hybrid: pairwise,208.50137531912898,-1.9407664176029584,357.7929732060162,1.7917850969249856e-13,3.118679730178014e-13,0.12096185629388996,11.0,141
Naive respondents,200.01642710813138,-10.480763756175577,512.0,0.43473490475967064,0.25820268812657027,0.476556902468988,0.0,142
OLS prediction,208.99445795835229,-1.502732905954673,,,,,,142
EB main,207.8685928379258,-2.6285980263811553,384.32302433962803,2.927519326877948e-14,0.4122566999723978,0.20514322306085522,0.0,142
EB pairwise,210.26359079800156,-0.23360006630539942,308.9787192877265,6.523813722427369e-12,1.1886719162516456e-11,0.036593678363460606,0.0,142
EB-offset hybrid: main,208.56234873759377,-1.9348421267131926,369.64509844444234,5.062270682436867e-09,0.32587029031134795,0.1680878527382835,11.0,142
EB-offset hybrid: pairwise,210.65023437802228,0.15304351371531766,320.5481189106522,1.1642250878632123e-13,1.3136042472310306e-13,0.028712764429489647,7.0,142
Naive respondents,198.2219939017295,-11.015917498981082,503.00000000000017,0.46207047697959525,0.20574098357803572,0.5099820394383552,0.0,143
OLS prediction,208.6399129547522,-0.5979984459583818,,,,,,143
EB main,207.06765131775538,-2.1702600829551955,340.0482676588558,2.2180212080137883e-14,0.42282275384525947,0.2219789811569065,0.0,143
EB pairwise,211.17188282187203,1.9339714211614591,279.2520699077762,8.215304147101198e-11,9.177524935720002e-11,0.07062087197735077,0.0,143
EB-offset hybrid: main,207.49416642249628,-1.7437449782142949,332.2391329514099,7.508335177851886e-09,0.39181360639977525,0.1793062600928452,8.0,143
EB-offset hybrid: pairwise,211.39136751402793,2.153456113317361,276.9568126961573,1.808567486085633e-15,1.3106685400229183e-15,0.08432447025822103,13.0,143
Naive respondents,201.26899985435944,-7.846250164398839,516.0,0.45348927004019246,0.21722849854512583,0.45171947603424734,0.0,144
OLS prediction,207.44519006239605,-1.6700599563622234,,,,,,144
EB main,206.85820635340187,-2.257043665356406,379.84017210191195,2.452409676716857e-10,0.46944581199241286,0.23073402718373295,0.0,144
EB pairwise,209.8811762802442,0.7659262614859301,268.93320330843306,1.6800244796536808e-14,3.785109999190115e-14,0.05452038203371909,0.0,144
EB-offset hybrid: main,207.62247736389153,-1.4927726548667408,369.26972819183214,1.3556382680092904e-09,0.3927552702788329,0.18179101797274208,9.0,144
EB-offset hybrid: pairwise,209.92564000602508,0.8103899872668023,263.3949429056504,7.284500891290476e-15,8.152141717954498e-15,0.04278585779085744,20.0,144
Naive respondents,200.53740242337471,-9.83152986526298,498.0000000000003,0.42066416827833997,0.10931754578921171,0.4435714755431951,0.0,145
OLS prediction,209.2449795866574,-1.1239527019803006,,,,,,145
EB main,208.3418826838933,-2.0270496047444055,373.9094820454295,1.6207368505502224e-15,0.4750241139808768,0.14905639111009,0.0,145
EB pairwise,208.57245747978084,-1.796474808856857,348.4151180200537,1.2279046237093257e-11,4.1868783577861185e-11,0.15297342595122762,0.0,145
EB-offset hybrid: main,208.8139188716446,-1.5550134169930914,371.3324071099953,1.6229695751934501e-09,0.34511081308419833,0.126935983800709,10.0,145
EB-offset hybrid: pairwise,208.5236872194396,-1.8452450691980857,342.97119395715396,6.584814708795928e-14,1.9086797848456007e-13,0.16094254476229877,4.0,145
Naive respondents,202.03043360449342,-9.608869916812296,486.99999999999966,0.45273650784588104,0.18485463948492792,0.459501312265219,0.0,146
OLS prediction,212.90816444930027,1.2688609279945524,,,,,,146
EB main,211.5573823537448,-0.08192116756092105,358.1613395348944,1.7533206080573555e-10,0.10808338616340789,0.07688826188550005,0.0,146
EB pairwise,211.99654803064973,0.35724450934401375,345.29072317931355,1.7294988471103636e-14,2.098880790747337e-14,0.029207748049519037,0.0,146
EB-offset hybrid: main,212.06437389961783,0.4250703783121139,345.74885484285926,2.983950853593682e-10,0.1203333510447651,0.059010981527855555,9.0,146
EB-offset hybrid: pairwise,211.88170537095615,0.24240184965043454,343.3747848069169,4.589021397332242e-15,3.975539374168353e-15,0.04407827758907454,5.0,146
Naive respondents,202.12247028347457,-10.176174992592081,504.0000000000002,0.41621358087839766,0.13196272821954344,0.45672008529598396,0.0,147
OLS prediction,210.9973778457936,-1.3012674302730431,,,,,,147
EB main,210.42307241753448,-1.8755728585321663,392.49976209033457,1.4178009297342423e-11,0.16221602848139915,0.16945398619247787,0.0,147
EB pairwise,210.93408399915535,-1.364561276911303,364.367257993326,3.0688288842876655e-09,5.677347288153397e-09,0.11052811794095992,0.0,147
EB-offset hybrid: main,211.02665105454108,-1.2719942215255742,381.83006373122987,6.782837798460537e-13,0.12539251325719164,0.1284770189213474,10.0,147
EB-offset hybrid: pairwise,210.92637157983535,-1.3722736962313036,365.8912321047374,2.6127802210246086e-15,3.1308010361032213e-15,0.11898894365457986,4.0,147
Naive respondents,197.84587371190304,-11.563954095918064,485.0000000000001,0.4059073482492551,0.19556496481489205,0.4562479929694726,0.0,148
OLS prediction,208.88845169584118,-0.5213761119799187,,,,,,148
EB main,207.63420479580287,-1.7756230120182295,346.94681968549884,3.394249381820312e-13,0.17686379686703024,0.1826988363387068,0.0,148
EB pairwise,208.37872822058804,-1.031099587233058,331.3153588357878,3.997051742662037e-14,3.452702860110225e-14,0.10149716641568957,0.0,148
EB-offset hybrid: main,208.21586374220843,-1.1939640656126755,346.4027886913249,4.0466009519421517e-10,0.14429953088467357,0.15126317179792786,15.0,148
EB-offset hybrid: pairwise,208.88938605902482,-0.5204417487962871,323.2485274934573,4.2732024001410874e-14,7.742355416830733e-14,0.08267957131249022,19.0,148
Naive respondents,201.97650679023673,-10.284243267984237,485.0000000000001,0.4516386201920669,0.2751458068732394,0.48195943083912496,0.0,149
OLS prediction,210.51059112692812,-1.7501589312928445,,,,,,149
EB main,209.7697385278048,-2.4910115304161593,353.751119136075,1.5202665529545959e-15,0.3899382122709683,0.18545295111110158,0.0,149
EB pairwise,212.86818524988348,0.6074351916625176,294.6435294072839,2.2081778883352945e-09,4.7193977615386e-09,0.02644048767714085,0.0,149
EB-offset hybrid: main,210.82107084854795,-1.4396792096730167,337.5509158496062,8.858770600308346e-10,0.3217988664032404,0.1486617074305934,19.0,149
EB-offset hybrid: pairwise,213.5258164601057,1.2650664018847237,284.577776889557,1.5748952757854262e-14,3.109733584161008e-14,0.059150282793669316,16.0,149
Naive respondents,198.56604494249638,-10.632440118764123,517.0000000000002,0.4122298517071923,0.20259914236091114,0.4406409469839492,0.0,150
OLS prediction,208.5240947500263,-0.6743903112341911,,,,,,150
EB main,207.61907814992227,-1.579406911338225,391.321672237807,8.369008101103273e-10,0.3539771059064155,0.14419529399521835,0.0,150
EB pairwise,210.77183953386503,1.5733544726045352,316.54466786576614,6.309526714801165e-13,4.867564658191717e-13,0.05966556860606503,0.0,150
EB-offset hybrid: main,208.02393160736338,-1.1745534538971185,391.3848977530175,9.339701524164478e-10,0.33057079797049027,0.12538591879702224,2.0,150
EB-offset hybrid: pairwise,210.79110783270832,1.5926227714478216,305.49058534064005,8.362064214224862e-13,1.442953252944074e-12,0.07292009602605207,17.0,150
Naive respondents,201.08781249828266,-9.290683989886986,487.99999999999955,0.4654617994163675,0.15713476535233575,0.49325116856197354,0.0,151
OLS prediction,209.19086298738245,-1.1876335007872,,,,,,151
EB main,207.8073931696539,-2.5711033185157532,366.82177181933235,1.408273201260725e-15,0.3153332008961017,0.18992819942400904,0.0,151
EB pairwise,209.29533474095226,-1.083161747217389,325.69869567114773,3.531376812416123e-10,2.70411386072507e-10,0.06756999440213245,0.0,151
EB-offset hybrid: main,208.804557462713,-1.5739390254566388,340.9855851497796,1.573517122367906e-10,0.2051578475443727,0.14057175443633546,14.0,151
EB-offset hybrid: pairwise,209.72570608528716,-0.6527904028824878,319.2743745150706,6.224971523308022e-09,4.899655837864423e-09,0.06058712738948293,11.0,151
Naive respondents,200.9704414183184,-11.460564711642036,486.00000000000034,0.3989962749263631,0.1558434341262877,0.4429697843393882,0.0,152
OLS prediction,211.258939494311,-1.1720666356494291,,,,,,152
EB main,210.06973680424247,-2.361269325717956,374.4722678503351,2.1071666076627662e-14,0.2429510508969617,0.15263914648454896,0.0,152
EB pairwise,211.3985478473363,-1.032458282624134,365.4330391335445,5.243626286284451e-09,7.21092855091127e-09,0.07009915526326946,0.0,152
EB-offset hybrid: main,210.51632754813477,-1.9146785818256546,380.40921547214265,2.550527440127778e-10,0.21131373626067623,0.14292202189607855,7.0,152
EB-offset hybrid: pairwise,211.57896584367998,-0.8520402862804417,367.85930847358975,2.3688520765110038e-14,2.720121993337411e-14,0.06513869298083753,4.0,152
Naive respondents,200.58047113814843,-7.867844538437453,533.0000000000003,0.4343599319201188,0.20608286943652138,0.4340553999502962,0.0,153
OLS prediction,207.9241187114474,-0.5241969651384863,,,,,,153
EB main,206.8569697620091,-1.5913459145767774,421.8560665942414,1.1849910663280076e-10,0.2682588230625868,0.16244060953466036,0.0,153
EB pairwise,208.41271198749718,-0.035603689088702595,390.2988567822432,1.6261698605473497e-14,3.0512679062269005e-14,0.04521601190723924,0.0,153
EB-offset hybrid: main,207.47675085983866,-0.9715648167472182,417.36472797054495,5.906577869221572e-10,0.19739062610629612,0.1256655954765701,6.0,153
EB-offset hybrid: pairwise,208.56721758108793,0.11890190450205296,391.0840081065199,1.734244768927449e-16,3.562904116860622e-16,0.03952547445270633,4.0,153
Naive respondents,201.36871377497218,-9.668521325057583,492.0000000000003,0.3987480935638473,0.11676423601761833,0.4400248095885685,0.0,154
OLS prediction,210.31227134088655,-0.7249637591432077,,,,,,154
EB main,208.84382187088914,-2.193413229140617,381.1080573221796,1.636318677689878e-11,0.1940338409036765,0.15659368244713215,0.0,154
EB pairwise,208.82423617886974,-2.212998921160022,357.60765020152587,1.102511862209934e-09,2.3238574273812593e-09,0.1291288886170213,0.0,154
EB-offset hybrid: main,209.57244788299275,-1.4647872170370135,385.3012021158381,7.343295374850449e-09,0.1942859453794084,0.13608914056640697,7.0,154
EB-offset hybrid: pairwise,209.16386699155424,-1.8733681084755176,358.4671377966664,1.660592291434124e-14,2.6937681599791792e-14,0.13075343434465397,8.0,154
Naive respondents,200.07836852814043,-9.95728251328984,519.0,0.41391261981880895,0.14221055909017372,0.4425794776936705,0.0,155
OLS prediction,210.99591655415594,0.9602655127256696,,,,,,155
EB main,209.77852439814706,-0.25712664328321466,381.18377264025435,2.4694391777059856e-09,0.2067650087015948,0.11684373795297846,0.0,155
EB pairwise,210.83245937475226,0.7968083333219909,354.9601610929334,5.1741590606722736e-14,5.534837743466885e-14,0.0337849854686167,0.0,155
EB-offset hybrid: main,209.9163036352657,-0.11934740616456452,380.43765508563064,2.4611516239538887e-09,0.19400011651052743,0.10552434191129957,4.0,155
EB-offset hybrid: pairwise,210.96565358131753,0.9300025398872549,347.7008675088029,5.691253750337099e-15,5.86456197999799e-15,0.038114531052941915,13.0,155
Naive respondents,201.0331625704695,-8.837854310153915,486.99999999999966,0.44346974577617077,0.1481330991034803,0.46395988199594457,0.0,156
OLS prediction,208.93492476781188,-0.9360921128115365,,,,,,156
EB main,208.02897754959875,-1.8420393310246652,366.71250438764844,3.8680172508700976e-10,0.2577041211694433,0.1728276508599593,0.0,156
EB pairwise,209.37276243565236,-0.4982544449710531,330.00907855740206,2.3787418976794653e-14,6.246023663671561e-14,0.06394235277352213,0.0,156
EB-offset hybrid: main,208.389157923529,-1.4818589570944027,352.0694399280274,2.103181404853321e-10,0.21663368786138837,0.15709402576946097,14.0,156
EB-offset hybrid: pairwise,209.624428904259,-0.24658797636442387,321.09760293190925,3.675514102217814e-15,5.5773601797213344e-15,0.06392452594471511,12.0,156
Naive respondents,201.74892284134367,-6.865463654130053,513.0000000000001,0.39676712930229124,0.15994188798556885,0.41502242809734136,0.0,157
OLS prediction,209.0296827891704,0.4152962936966844,,,,,,157
EB main,208.33100757278132,-0.28337892269240683,416.27002371718424,3.942093530102626e-11,0.1967065947946601,0.12177951912015696,0.0,157
EB pairwise,208.0826460675328,-0.5317404279409175,388.3396187496455,3.3229973284167974e-14,4.9288549761812954e-14,0.0862732793672502,0.0,157
EB-offset hybrid: main,208.54287347856433,-0.07151301690939249,408.03314352397075,7.801475723248832e-10,0.15555259041298278,0.09342730542484216,8.0,157
EB-offset hybrid: pairwise,208.0645737578182,-0.5498127376555146,388.0351347791736,8.693975989199762e-10,1.053482544680269e-09,0.08743734293598271,2.0,157
Naive respondents,199.53714021309554,-10.94015676264803,498.99999999999994,0.4532343336779052,0.2504331656309985,0.48031556494708194,0.0,158
OLS prediction,210.43293035829015,-0.044366617453420076,,,,,,158
EB main,209.0408218400745,-1.4364751356690704,346.7673025553172,1.024443243877989e-14,0.3957752772159266,0.17530569095650467,0.0,158
EB pairwise,211.62463742716778,1.1473404514242134,313.36395933097526,1.1690678254619869e-09,1.1094494007220188e-09,0.042456517979584336,0.0,158
EB-offset hybrid: main,210.00494557363152,-0.4723514021120536,330.4955171054727,2.0980681956776357e-10,0.3302049128616375,0.11576455242075953,17.0,158
EB-offset hybrid: pairwise,212.11380663680012,1.6365096610565502,286.6849160678023,7.07544440991238e-14,1.352883061596097e-13,0.05978114308829655,54.0,158
Naive respondents,198.65864270037636,-11.431039038518009,489.99999999999994,0.44153019331237764,0.23856651687704464,0.4954165057826421,0.0,159
OLS prediction,208.65682839328946,-1.4328533456049115,,,,,,159
EB main,207.41322896782358,-2.6764527710707853,352.55936119969635,5.543421543471428e-15,0.4171940176497515,0.24104538506937234,0.0,159
EB pairwise,210.07946335975464,-0.01021837913972945,280.17945493792826,5.114547753688641e-13,1.8401357417377875e-12,0.055922979831470085,0.0,159
EB-offset hybrid: main,208.1235576412652,-1.9661240976291765,331.388905414675,2.374439028442166e-11,0.3427888709200129,0.18638198128234154,13.0,159
