method,estimate,error,ess,main_l2,pair_l2,latent_z_l2,num_trees,rep
EB-offset hybrid: main,211.58716759545035,-1.0787424959482905,369.45078923548334,4.920070869062921e-10,0.15199440464153371,0.14502547353409556,11.0,840
EB-offset hybrid: pairwise,212.40568169814688,-0.26022839325176506,351.44932625069254,1.5679756105112283e-09,8.664945699024075e-10,0.06610185988462056,7.0,840
Naive respondents,199.4101647362486,-9.246143739261328,529.0000000000003,0.37462433238142684,0.1455263015917875,0.4005662596238101,0.0,841
OLS prediction,208.99143212045357,0.3351236449436499,,,,,,841
EB main,207.98197082987147,-0.6743376456384453,423.9656483731923,4.88261578749852e-11,0.18913784832063937,0.10439524224453768,0.0,841
EB pairwise,209.1948470492256,0.5385385737156696,386.07546713833915,9.692602222469151e-13,8.860895834188127e-13,0.01996125597813634,0.0,841
EB-offset hybrid: main,207.98197082987147,-0.6743376456384453,423.9656483731923,4.88261578749852e-11,0.18913784832063937,0.10439524224453768,0.0,841
EB-offset hybrid: pairwise,209.30735162907126,0.6510431535613463,388.90799382323195,4.498316200446651e-15,3.998495560853699e-15,0.024551977801249666,2.0,841
Naive respondents,197.60977329086222,-10.91863725103812,490.99999999999994,0.4107055162272903,0.19451225411892067,0.4833065633424024,0.0,842
OLS prediction,205.30338022412275,-3.2250303177775947,,,,,,842
EB main,204.09672274214134,-4.431687799759004,357.92749342988884,2.5710810038425948e-11,0.4731626877389062,0.28064134200273966,0.0,842
EB pairwise,208.5881073129654,0.0596967710650631,281.3332357645468,5.035758121715287e-12,2.220511523880306e-12,0.054346059807841324,0.0,842
EB-offset hybrid: main,205.2003296723982,-3.328080869502145,362.88019812935426,5.075923920315481e-11,0.3777648558501907,0.2449374820676916,11.0,842
EB-offset hybrid: pairwise,208.77955610611772,0.25114556421738143,269.081833788742,7.6765469821032e-09,3.744566760224355e-09,0.042068126707309916,17.0,842
Naive respondents,201.59459883068078,-9.006316342306434,498.0000000000003,0.4235891111444389,0.18128994254076866,0.4109227895085039,0.0,843
OLS prediction,210.04694821906932,-0.5539669539178931,,,,,,843
EB main,209.1659344053501,-1.4349807676371142,366.64416567117127,9.995412552640823e-10,0.22583477259589624,0.1380612651477772,0.0,843
EB pairwise,210.349967348108,-0.250947824879205,340.51393845495386,2.9361243453205366e-12,4.372659590134794e-12,0.06216935489321357,0.0,843
EB-offset hybrid: main,209.15230036546893,-1.4486148075182825,365.6561557527508,4.023344903525591e-11,0.2423900928054368,0.14319342298568155,6.0,843
EB-offset hybrid: pairwise,210.892366553884,0.291451380896774,329.1612736138745,1.0721828099300728e-12,1.1138620386260265e-12,0.039401143336215756,14.0,843
Naive respondents,201.2851650179817,-9.46760639328383,505.9999999999996,0.3857451373983887,0.09818672806419886,0.43726306847820234,0.0,844
OLS prediction,209.1187648428241,-1.6340065684414355,,,,,,844
EB main,207.67773476065915,-3.0750366506063926,411.8999992088198,1.3733339789462168e-10,0.1586906131091346,0.14755180835241216,0.0,844
EB pairwise,208.78171633147383,-1.9710550797917108,385.2166688091722,8.437410158622379e-09,4.098853595729613e-09,0.06625825032281721,0.0,844
EB-offset hybrid: main,208.93912406633982,-1.8136473449257267,405.93806000239096,4.890144881148327e-13,0.09297362901813944,0.10711639866484994,12.0,844
EB-offset hybrid: pairwise,209.16020315976746,-1.5925682514980792,380.8799011860252,2.833656705030683e-16,1.1888008214967525e-15,0.05507935890369764,6.0,844
Naive respondents,199.3697340637129,-10.053538462697816,510.0,0.402050503241629,0.22787563471876252,0.4292975135731174,0.0,845
OLS prediction,207.62115360133194,-1.802118925078787,,,,,,845
EB main,206.74668924570466,-2.676583280706069,408.3557623665613,1.4716564907396061e-09,0.239761506098287,0.1663218703480117,0.0,845
EB pairwise,208.0158460996757,-1.4074264267350145,378.42385760238005,4.469211946933777e-14,1.0096415955639972e-13,0.0678506951255774,0.0,845
EB-offset hybrid: main,206.85233480964126,-2.570937716769464,406.18597033716185,1.9518630881482654e-09,0.25604340395775205,0.17414337828721393,4.0,845
EB-offset hybrid: pairwise,208.79670547159037,-0.6265670548203559,368.1764969857933,4.454613937628834e-15,4.608604960954834e-15,0.04380003898057434,12.0,845
Naive respondents,199.51543143481814,-10.451862172340611,501.99999999999955,0.42297910089129837,0.12767702591779015,0.4674731813089639,0.0,846
OLS prediction,207.73195771596406,-2.235335891194694,,,,,,846
EB main,206.91005722517303,-3.0572363819857173,380.4620482673784,5.311860862229019e-09,0.28416084039794726,0.24635820332289632,0.0,846
EB pairwise,208.43405492690997,-1.533238680248786,341.279978934913,8.340186003111292e-14,1.2690721348289152e-13,0.13681530672623668,0.0,846
EB-offset hybrid: main,208.51364781763013,-1.453645789528622,365.51123040054136,4.8083487738529e-10,0.16707197524419953,0.1711845115034441,16.0,846
EB-offset hybrid: pairwise,208.71872548853523,-1.248568118623524,341.06871016841905,1.2436370575124669e-09,2.571750061156235e-09,0.13026168359124463,4.0,846
Naive respondents,198.96158386880012,-11.530574935060486,474.9999999999996,0.41390064708581603,0.18844896970853267,0.44294756961038295,0.0,847
OLS prediction,209.62226961705053,-0.8698891868100702,,,,,,847
EB main,208.41762225463336,-2.074536549227247,353.02079658217264,2.1920151922667963e-14,0.15010782399129238,0.13484224193158745,0.0,847
EB pairwise,208.85082199583934,-1.641336808021265,338.42693482990745,6.5024993004797e-14,5.836890473775749e-14,0.09115358226925771,0.0,847
EB-offset hybrid: main,208.41762225463341,-2.07453654922719,353.02079658217264,2.1929749341698246e-14,0.1501078239912925,0.1348422419315875,0.0,847
EB-offset hybrid: pairwise,209.05466280604085,-1.4374959978197523,341.8873832029072,6.466792085989412e-15,9.729472006396044e-15,0.08402922112387962,2.0,847
Naive respondents,200.00233633237895,-9.785666768409499,486.99999999999966,0.41770356424051247,0.263176895170781,0.4504868892059007,0.0,848
OLS prediction,208.22175329285795,-1.5662498079304896,,,,,,848
EB main,207.16103117592843,-2.6269719248600154,379.903817887523,7.667033454654506e-10,0.3712678764268574,0.1696545139572374,0.0,848
EB pairwise,210.70575925779767,0.9177561570092223,300.901593692626,4.3783724375002514e-10,4.957489154444316e-10,0.05404195348632673,0.0,848
EB-offset hybrid: main,207.96716544898004,-1.8208376518084037,380.057893602114,4.3476488279376207e-10,0.3228238638760804,0.15574274280343833,11.0,848
EB-offset hybrid: pairwise,211.13281238811715,1.344809287328701,277.9959723567861,3.6950635521165516e-15,3.6114393086257975e-15,0.06531623930236653,88.0,848
Naive respondents,200.32100358446917,-9.835188737032553,489.99999999999994,0.38399156308100835,0.14472745917551808,0.43484960655635785,0.0,849
OLS prediction,208.58488786303786,-1.5713044584638567,,,,,,849
EB main,207.67818876026303,-2.478003561238694,391.59897690411356,6.110975939679317e-12,0.20714913464524534,0.18162821633013976,0.0,849
EB pairwise,207.49737351161735,-2.658818809884366,358.41152387578217,4.329666091599329e-10,1.5019547071942826e-09,0.1566446421182339,0.0,849
EB-offset hybrid: main,208.20535855073788,-1.9508337707638361,384.24512196472307,7.776433538754095e-09,0.13574620083030225,0.14845680283025992,10.0,849
EB-offset hybrid: pairwise,207.78513690329285,-2.3710554182088686,359.8041237977704,2.3825174703958998e-14,7.586939547632362e-14,0.15186518997874737,4.0,849
Naive respondents,199.87699059860952,-9.203999681718813,519.0,0.41262604814300896,0.19213816398018538,0.4269555515030741,0.0,850
OLS prediction,208.46719149236242,-0.6137987879659192,,,,,,850
EB main,207.201866150485,-1.8791241298433476,375.56999950767755,4.2598688794673195e-11,0.16010087850538357,0.16602290427684765,0.0,850
EB pairwise,207.62090056361225,-1.4600897167160838,361.85175104413935,2.489154877211569e-14,2.5626905455990642e-14,0.13044158461137706,0.0,850
EB-offset hybrid: main,207.24511055884278,-1.8358797214855542,378.95175354880564,2.1166413893096964e-15,0.1489119961287994,0.1647006419284237,2.0,850
EB-offset hybrid: pairwise,207.65100556387736,-1.4299847164509742,360.38951774205674,1.9840226513782262e-13,2.922057289578873e-13,0.12654290210496924,5.0,850
Naive respondents,203.8000625476875,-7.724552507906822,492.0000000000003,0.4284939839109644,0.15416618901637902,0.4209888530103342,0.0,851
OLS prediction,211.765603016158,0.24098796056367178,,,,,,851
EB main,210.54642739108343,-0.978187664510898,389.1642491415591,2.1099980906643697e-13,0.29961179153841944,0.11398663743962695,0.0,851
EB pairwise,211.3360137718051,-0.18860128378921104,349.24951204424127,1.7035216207808387e-14,1.7890682256164824e-14,0.05664892335767246,0.0,851
EB-offset hybrid: main,211.20926988357277,-0.31534517202155143,383.8154259540438,3.855883928924621e-11,0.23507184924256982,0.08761724357728468,8.0,851
EB-offset hybrid: pairwise,211.39821366672052,-0.12640138887380203,349.7601659582664,1.0329811663435365e-15,1.1935111831830263e-15,0.05481782306152294,1.0,851
Naive respondents,199.35709060955983,-8.538393025618973,515.0000000000001,0.41952236801190756,0.14963212626940442,0.4341337601284768,0.0,852
OLS prediction,207.642350455156,-0.2531331800228145,,,,,,852
EB main,206.4459890193942,-1.4494946157846016,383.33049562877835,4.156815988415008e-15,0.21252289919561382,0.1611851557819938,0.0,852
EB pairwise,207.5709458215531,-0.3245378136257102,363.15616677935606,7.491440255824401e-13,7.22404582430799e-13,0.07294830167635606,0.0,852
EB-offset hybrid: main,206.48750355112924,-1.4079800840495693,376.4997018273728,2.4127547157988086e-11,0.20290075311549072,0.15148268118527697,6.0,852
EB-offset hybrid: pairwise,207.64356697985164,-0.25191665532716456,357.26825139499863,1.1459548922084777e-13,2.2195796084272732e-13,0.06152115527401486,5.0,852
Naive respondents,197.21880177030508,-12.071074136171546,477.9999999999997,0.42115452459563685,0.1818355512609936,0.4875470989531549,0.0,853
OLS prediction,207.31688582902396,-1.972990077452664,,,,,,853
EB main,205.35863650543644,-3.9312394010401874,335.6985509649066,8.555694995840626e-09,0.5187462663313859,0.24149689084444015,0.0,853
EB pairwise,209.60158555935084,0.3117096528742138,271.1904981245151,2.904055498860168e-12,7.847143979431123e-12,0.059351924902690464,0.0,853
EB-offset hybrid: main,206.90487829007463,-2.3849976164019893,333.6273040214211,2.115896306705206e-10,0.3529082895073971,0.17419938666735296,11.0,853
EB-offset hybrid: pairwise,209.7972065035013,0.5073305970246622,276.76876720675324,1.88300199714092e-15,2.226522818693648e-15,0.05799258181142711,8.0,853
Naive respondents,197.62632986601884,-11.299486294778433,524.0,0.3368857581487523,0.15999154048689876,0.41618668248982055,0.0,854
OLS prediction,205.50584711585822,-3.4199690449390516,,,,,,854
EB main,204.48951489349872,-4.436301267298546,446.4534943704172,1.7242631798865736e-11,0.7190087497203292,0.15844549982352635,0.0,854
EB pairwise,204.49837097462222,-4.427445186175049,428.2486601607116,1.2177741165891036e-15,9.890294507834378e-16,0.19409280744160948,0.0,854
EB-offset hybrid: main,205.5435097488393,-3.3823064119579556,440.2705276729124,6.343149019387502e-14,0.4764331657000905,0.14219351482342155,7.0,854
EB-offset hybrid: pairwise,205.4202524485989,-3.5055637121983807,420.7888069848373,1.0771440564578771e-09,1.0900776301073044e-09,0.18041515238207156,6.0,854
Naive respondents,198.84968450674026,-9.503306049201711,487.99999999999955,0.4196139593716598,0.12153926724322815,0.447470970019335,0.0,855
OLS prediction,207.3302152507392,-1.0227753052027708,,,,,,855
EB main,206.41065141765398,-1.9423391382879913,375.45127706167335,6.830836721840226e-14,0.1589348998280114,0.11174171146653736,0.0,855
EB pairwise,206.09067215578403,-2.2623184001579375,357.6030218589425,9.197794542630615e-10,1.93239094409853e-09,0.11779671492514518,0.0,855
EB-offset hybrid: main,207.27849890727234,-1.0744916486696354,378.117926702905,9.231424506276933e-10,0.1454387206873919,0.093691779457517,9.0,855
EB-offset hybrid: pairwise,207.0086341694382,-1.3443563865037618,358.730750535494,3.27077196021418e-09,2.0329450984000397e-09,0.10332385418448783,10.0,855
Naive respondents,198.9764604327235,-9.989605887341185,504.0000000000002,0.41471339799222756,0.1551250326793161,0.4347993079407652,0.0,856
OLS prediction,207.9647440747728,-1.0013222452919024,,,,,,856
EB main,207.03859710782854,-1.9274692122361614,375.9957173716591,1.949970426987044e-09,0.2493882371336916,0.18089525606929224,0.0,856
EB pairwise,208.38071168913558,-0.5853546309291175,342.1795951490882,2.3806172411729083e-14,2.9284108898455945e-14,0.09087750816932821,0.0,856
EB-offset hybrid: main,207.1360671881404,-1.8299991319242963,370.6790343934217,2.667818511461665e-10,0.2554403506261758,0.178207238812241,9.0,856
EB-offset hybrid: pairwise,208.75516201114837,-0.2109043089163265,328.22072409544603,1.140407510391058e-13,1.476364021590038e-13,0.06830046951815458,16.0,856
Naive respondents,201.5473504522261,-9.359686166924206,525.0000000000006,0.414218783882967,0.17780231147139955,0.4286713418081523,0.0,857
OLS prediction,210.94481949402174,0.037782874871425065,,,,,,857
EB main,209.9686610880894,-0.9383755310609274,396.03030816954566,2.0821733874156446e-15,0.14273839168088281,0.1366878232218803,0.0,857
EB pairwise,210.3958920638508,-0.5111445552995235,370.9182325944901,3.111910200793849e-13,2.702665954466711e-13,0.07399466306522305,0.0,857
EB-offset hybrid: main,210.31822752987975,-0.5888090892705691,390.9926499591903,1.8733943539693465e-09,0.11715910691481268,0.122572973376989,6.0,857
EB-offset hybrid: pairwise,210.48502223451274,-0.4220143846375777,358.411112195857,1.1357001142465677e-15,1.4525095633775712e-15,0.08109478712242409,10.0,857
Naive respondents,198.84528581222781,-10.485943150107857,457.0000000000004,0.4634192025780209,0.19856830073605697,0.4818848532320838,0.0,858
OLS prediction,208.7219280217192,-0.609300940616464,,,,,,858
EB main,207.38402313323442,-1.9472058291012502,329.25484885230014,6.360087355810052e-09,0.3132966840067126,0.18603292171227312,0.0,858
EB pairwise,209.11406178756468,-0.21716717477099223,299.49630993870136,9.820466538480077e-14,8.523662212470568e-14,0.04932543251577589,0.0,858
EB-offset hybrid: main,208.01574938742868,-1.3154795749069876,318.828721571656,1.7929946584389055e-10,0.24823393990087747,0.13316941827846354,9.0,858
EB-offset hybrid: pairwise,209.6636516504457,0.33242268811002873,289.93682652785077,1.9659807486523656e-15,3.100496969551778e-15,0.034463126606310006,29.0,858
Naive respondents,200.44045805306624,-9.40434928163657,515.0000000000001,0.47174250779407306,0.14789279585515586,0.4748565386168576,0.0,859
OLS prediction,211.17315780773572,1.3283504730329128,,,,,,859
EB main,210.25956001907792,0.4147526843751166,350.21135330183,3.947489459040025e-11,0.19190927777008687,0.12557053418241101,0.0,859
EB pairwise,211.05896332380004,1.214155989097236,317.0288248281264,1.2091516976314687e-11,1.1219291217608501e-11,0.05156029247441316,0.0,859
EB-offset hybrid: main,210.0841706389819,0.23936330427909525,336.57371286470175,9.81185649020019e-11,0.18315783235740676,0.11341161057621196,5.0,859
EB-offset hybrid: pairwise,210.82855138971144,0.9837440550086285,297.6068909436975,5.8009557397898e-09,3.0891014228251057e-09,0.04740962451772417,8.0,859
Naive respondents,200.30143603996885,-9.995572894136899,527.9999999999997,0.4068266838634501,0.14683614252672594,0.4495733006011009,0.0,860
OLS prediction,208.15547615366,-2.1415327804457434,,,,,,860
EB main,207.467865524295,-2.82914340981074,422.0164257357333,6.025955420668775e-09,0.2108227417121686,0.2006916361399452,0.0,860
EB pairwise,207.7767223738589,-2.520286560246859,396.5345985053678,4.688123944825393e-09,7.792399115816172e-09,0.15775635541055752,0.0,860
EB-offset hybrid: main,208.01867893476435,-2.278329999341395,412.96797111972154,9.56257829985505e-11,0.130122964378473,0.1689477485036156,10.0,860
EB-offset hybrid: pairwise,208.13200439021563,-2.16500454389012,393.53316863592687,6.694415543617645e-11,1.3116939845881894e-10,0.14458112977135437,6.0,860
Naive respondents,200.30465954987935,-10.322621244730328,524.0,0.4034773194224861,0.18038160438821452,0.45299723032537964,0.0,861
OLS prediction,210.32079882868487,-0.30648196592480303,,,,,,861
EB main,208.46314531235433,-2.1641354822553467,383.34637487353694,2.934084397893914e-10,0.22302895850941942,0.15123357203081106,0.0,861
EB pairwise,209.54905625880434,-1.078224535805333,373.3704556916296,1.1265353909965794e-12,3.6050325409720986e-12,0.08687377181520706,0.0,861
EB-offset hybrid: main,208.99744217074425,-1.6298386238654246,388.5726581875209,7.334316518444728e-10,0.19388140972625137,0.12921361282457502,7.0,861
EB-offset hybrid: pairwise,209.63865483929584,-0.9886259553138359,372.67952547749485,5.34653282453528e-15,1.1354151447663903e-14,0.08688272579805317,2.0,861
Naive respondents,199.3741169958964,-8.83284179007481,519.9999999999998,0.41657494860950706,0.20923543499630678,0.44489212079920504,0.0,862
OLS prediction,208.10596015924443,-0.10099862672677773,,,,,,862
EB main,207.25637502541431,-0.9505837605568956,393.4164656783432,1.5151156306357963e-09,0.25458402888558035,0.13730702451272536,0.0,862
EB pairwise,208.83602127573747,0.6290624897662553,362.04875857931336,3.0396003136536675e-15,3.785036836101692e-15,0.026824805271852555,0.0,862
EB-offset hybrid: main,207.7802151196711,-0.42674366630009786,380.4923521867467,2.1924927390383454e-09,0.21681624003931,0.11177481004114728,10.0,862
EB-offset hybrid: pairwise,209.6811638419471,1.4742050559758866,356.6440992819883,3.887266513691908e-15,3.605445934937137e-15,0.04931188049901683,20.0,862
Naive respondents,200.08268134285086,-10.757046069154654,532.0,0.3813698599460515,0.1440124012921452,0.43732037402812873,0.0,863
OLS prediction,210.2735601891203,-0.5661672228852126,,,,,,863
EB main,209.28273272422274,-1.556994687782776,397.238691477723,3.584299587746563e-15,0.16602917047460608,0.1669897904086154,0.0,863
EB pairwise,210.17006819942497,-0.669659212580541,364.92501452860455,2.911045959688814e-13,3.813539746727632e-13,0.08256631904391512,0.0,863
EB-offset hybrid: main,209.34504605225243,-1.4946813597530877,398.1351615242103,5.8024531133438925e-09,0.17649922772000193,0.17061180382312047,5.0,863
EB-offset hybrid: pairwise,210.58122937260575,-0.25849803939976823,360.0670274099246,1.2607925734795367e-09,1.6389758831689547e-09,0.0725554540788044,10.0,863
Naive respondents,198.78895419954378,-10.27497341458718,514.0,0.4328613853890148,0.16681899822280422,0.47573637097469695,0.0,864
OLS prediction,207.3097388051868,-1.75418880894415,,,,,,864
EB main,203.94948330972926,-5.114444304401701,349.5033566695493,1.8684751462811698e-11,1.0162806390641728,0.21112981839804293,0.0,864
EB pairwise,209.63779174057058,0.5738641264396165,320.65181060316155,2.9147427244124003e-11,1.0776321562868866e-10,0.025462803604401948,0.0,864
EB-offset hybrid: main,205.97254912343658,-3.0913784906943818,367.06948361403454,1.9103125603486513e-10,0.6415493600428666,0.14949681011341998,10.0,864
EB-offset hybrid: pairwise,209.85957223996277,0.7956446258318124,302.4802440662444,2.950215732492049e-15,4.152077150755548e-15,0.035888256461467365,16.0,864
Naive respondents,201.52780461499094,-10.149641722790477,516.0,0.43997638870643097,0.22333435986347436,0.48276770333797125,0.0,865
OLS prediction,210.73358226616944,-0.9438640716119835,,,,,,865
EB main,209.3428783709579,-2.3345679668235277,365.5660504306081,1.3494950946311942e-09,0.1848461831841111,0.19785220496025915,0.0,865
EB pairwise,209.12946332202168,-2.5479830157597405,339.6147031983833,1.009180867910644e-12,2.1211011629100515e-12,0.16924367315646943,0.0,865
EB-offset hybrid: main,209.9272989454833,-1.7501473922981177,362.88837489582517,5.733759615957777e-09,0.1565172467917456,0.1818413829648537,8.0,865
EB-offset hybrid: pairwise,209.92539349351554,-1.7520528442658758,338.35762642502027,9.799472566943593e-14,8.84879723855188e-14,0.12992389990075104,10.0,865
Naive respondents,198.07308165643735,-10.503841202542446,493.0,0.40645798337336647,0.19148045312993567,0.4404893687273292,0.0,866
OLS prediction,207.7180860589418,-0.8588368000380058,,,,,,866
EB main,206.5269905483892,-2.0499323105906058,370.4775095030659,3.283230493661802e-15,0.2976009798492803,0.16615226181895706,0.0,866
EB pairwise,209.0280894635858,0.45116660460598723,339.22157895833345,9.583908052772195e-12,5.486018852442024e-12,0.05542726214188757,0.0,866
EB-offset hybrid: main,206.72097277625602,-1.8559500827237798,369.5439565038873,6.355147716128517e-11,0.2859365367687673,0.15132210604007487,2.0,866
EB-offset hybrid: pairwise,209.1934445388904,0.6165216799105906,338.7580199568827,5.746963944941493e-13,1.3976025592449268e-12,0.05014268215780056,6.0,866
Naive respondents,200.44663610819933,-9.181224770323865,504.0000000000002,0.41916720264463275,0.16062189368950439,0.45188875754613744,0.0,867
OLS prediction,208.32061134320975,-1.3072495353134457,,,,,,867
EB main,206.63517161549726,-2.9926892630259374,390.23511351906257,1.5430874696333511e-15,0.34598482230092314,0.15573798459973975,0.0,867
EB pairwise,208.2642742833205,-1.3635865952026904,356.0682952066175,6.987509218490891e-13,1.339589112451644e-12,0.0505266955681586,0.0,867
EB-offset hybrid: main,207.69486209628923,-1.932998782233966,395.94985708685505,1.7855679127315926e-09,0.24937681844988652,0.11505955776165519,10.0,867
EB-offset hybrid: pairwise,208.59034006235254,-1.0375208161706553,361.96282725511423,2.9381000064937375e-15,2.9425625670558506e-15,0.040440392406765155,3.0,867
Naive respondents,201.00289839306015,-8.417744597526593,503.00000000000017,0.40656657439629074,0.15961729872170044,0.4200350749321966,0.0,868
OLS prediction,208.69113359108772,-0.7295093994990225,,,,,,868
EB main,208.06687195513214,-1.3537710354545993,384.9442714946055,4.749140626366384e-10,0.2061442579101712,0.16944757809443042,0.0,868
EB pairwise,208.85353833613289,-0.5671046544538569,340.7060788156418,1.6639090569268468e-15,1.0401190797155504e-15,0.07333748509152564,0.0,868
EB-offset hybrid: main,208.1379788210619,-1.2826641695248497,379.01023167761855,3.748853657156964e-10,0.18002576852894375,0.15321750724903663,3.0,868
EB-offset hybrid: pairwise,209.3307498836845,-0.08989310690225238,342.02276621835705,9.718868391402541e-15,1.0366764614277014e-14,0.05196971299882481,12.0,868
Naive respondents,202.45437779417736,-8.515242121751328,490.99999999999994,0.5341386987839136,0.2566042250809438,0.5291008012326468,0.0,869
OLS prediction,210.50947887901725,-0.4601410369114376,,,,,,869
EB main,209.24669847368682,-1.7229214422418693,332.43370707586035,3.1993462126479604e-13,0.17317821505674452,0.12896657350578397,0.0,869
EB pairwise,209.36129153857507,-1.6083283773536152,298.9061503085718,1.720918661665532e-13,1.175889099529863e-13,0.0924192039866497,0.0,869
EB-offset hybrid: main,209.38195408456974,-1.5876658313589473,334.39765299168204,3.962012002889609e-10,0.19074473684377133,0.12891342955210613,6.0,869
EB-offset hybrid: pairwise,209.58719046542032,-1.3824294505083685,301.7758790102111,6.136399634463089e-14,1.2636152394706272e-13,0.0902283824977572,5.0,869
Naive respondents,199.95469425612035,-9.219174110574727,527.9999999999997,0.3848000439276839,0.17239503328514152,0.4285618341984813,0.0,870
OLS prediction,206.8480226052035,-2.325845761491564,,,,,,870
EB main,205.2493631207029,-3.9245052459921794,435.5906060408382,6.940372382527198e-10,0.3391618386298051,0.17788439387836702,0.0,870
EB pairwise,205.95968119656527,-3.2141871701298044,405.59810599342154,5.08865234485935e-11,1.5446436984604277e-10,0.1207334390195122,0.0,870
EB-offset hybrid: main,206.45775629276295,-2.7161120739321234,440.0289499352558,4.1799920211438655e-09,0.2198099053105515,0.14997002230240375,5.0,870
EB-offset hybrid: pairwise,207.0157827481782,-2.1580856185168784,412.8205615935003,2.0049147760522525e-15,3.565358368976005e-15,0.1061245887093632,7.0,870
Naive respondents,200.59095793458457,-10.41782745623405,486.00000000000034,0.41366508117390655,0.2105033607449577,0.45550339001225165,0.0,871
OLS prediction,209.6942259325821,-1.3145594582365163,,,,,,871
EB main,208.6975285241478,-2.311256866670817,367.36283807025995,6.3627229233437795e-09,0.24477030294927324,0.1838632907545291,0.0,871
EB pairwise,209.74766044956158,-1.2611249412570373,315.3823816388443,1.9761953665875958e-14,3.7591151660578126e-14,0.08611559965324003,0.0,871
EB-offset hybrid: main,209.3453768086148,-1.6634085822038287,356.68944032042265,2.8166819043561023e-09,0.19953369863749382,0.1497977917434086,17.0,871
EB-offset hybrid: pairwise,210.70943427050506,-0.2993511203135597,311.4767191722035,2.2458938948754178e-10,6.017724776677347e-10,0.054005227549941956,24.0,871
Naive respondents,199.81338686920532,-10.125632909375298,508.0,0.39106834651853295,0.19398227979253566,0.4577993334579905,0.0,872
OLS prediction,207.7546215954132,-2.184398183167417,,,,,,872
EB main,206.49943837834215,-3.439581400238467,406.31249681186637,9.31174887130777e-13,0.37942313048645687,0.17707005430233763,0.0,872
EB pairwise,209.49197239652958,-0.4470473820510392,345.1686861957899,1.3371925614160326e-15,2.3849934284483957e-15,0.014516163367692628,0.0,872
EB-offset hybrid: main,207.24697872750102,-2.692041051079599,409.6585317266136,3.0748689794194766e-11,0.32463049786854725,0.16413209801672105,7.0,872
EB-offset hybrid: pairwise,210.0624892455901,0.12346946700947115,346.3828737023999,1.9920447598163945e-14,1.5870285626134616e-14,0.018458279239994758,14.0,872
Naive respondents,201.7975334340536,-9.846003139644779,473.9999999999998,0.4433799588052919,0.1651232597607939,0.4840883028798842,0.0,873
OLS prediction,209.11947401910578,-2.5240625545926036,,,,,,873
EB main,207.97960795402193,-3.6639286196764544,342.5034475212066,6.20522724633261e-11,0.36302861503347483,0.23546131052143032,0.0,873
EB pairwise,209.62280303006327,-2.0207335436351173,296.97773755488,2.851487313069696e-12,4.747494006036273e-12,0.14789273255963722,0.0,873
EB-offset hybrid: main,208.6593244213318,-2.984212152366581,337.47435868762517,1.1734777004319838e-09,0.31980183706215254,0.20147360837223768,10.0,873
EB-offset hybrid: pairwise,210.4205735348956,-1.2229630388027886,286.0927575213804,6.259227073791322e-13,1.0586857898032654e-12,0.09876828057671447,11.0,873
Naive respondents,201.77231710630716,-8.227922794099243,511.0,0.402934243364949,0.15683205179759876,0.40878901319450434,0.0,874
OLS prediction,209.5243523810683,-0.4758875193381016,,,,,,874
EB main,208.6690671616185,-1.3311727387878989,416.7769700025954,9.321970773253348e-10,0.20240450461544401,0.1348461502462861,0.0,874
EB pairwise,209.07397008024427,-0.9262698201621333,383.6939551850185,1.783654605979144e-15,4.293070162270937e-15,0.05900632465287389,0.0,874
EB-offset hybrid: main,208.78610033999814,-1.214139560408256,416.70943096246,1.248398273498256e-09,0.196665717104012,0.13246492908504082,5.0,874
EB-offset hybrid: pairwise,209.17435843840659,-0.8258814619998134,383.974470447395,8.402429987087938e-13,2.3246675008138615e-12,0.05633944585494362,5.0,874
Naive respondents,201.7032689919911,-9.464365331493156,503.00000000000017,0.39999052463065743,0.21410303152400012,0.44621753619115023,0.0,875
OLS prediction,212.4208644592047,1.253230135720429,,,,,,875
EB main,210.76185505435305,-0.40577926913121587,354.48784719521063,4.481857443944655e-15,0.18152022220404868,0.12920371552984597,0.0,875
EB pairwise,210.68835155300252,-0.4792827704817455,337.71306050814405,7.852468311632658e-15,7.73248814668357e-15,0.04971434860035464,0.0,875
EB-offset hybrid: main,211.29644090347975,0.12880657999548362,358.5134837976466,4.461354100557836e-15,0.0923832231536507,0.08896716060466546,12.0,875
EB-offset hybrid: pairwise,210.72905891885517,-0.4385754046290913,338.120487616802,1.0036242294595922e-15,1.6241910258323949e-15,0.0495460293855978,1.0,875
Naive respondents,201.00417213837076,-8.538550512409103,481.0,0.43260523736683426,0.12270828460873347,0.42899483937446603,0.0,876
OLS prediction,207.09073284833516,-2.4519898024447,,,,,,876
EB main,205.53417941653848,-4.008543234241387,370.81453174025955,2.27012773373122e-15,0.44558973319743705,0.17496847417769126,0.0,876
EB pairwise,207.90387468281864,-1.638847967961226,330.82230667883886,2.1039666208493486e-09,2.354089329797842e-09,0.06494467941012219,0.0,876
EB-offset hybrid: main,207.1295007707034,-2.4132218800764633,375.22584204544097,4.935596623979681e-11,0.26733090011567867,0.12167053826037175,9.0,876
EB-offset hybrid: pairwise,207.91153272025812,-1.6311899305217423,330.92919140615464,5.396139744442124e-15,9.032021485236721e-15,0.06455342891227427,4.0,876
Naive respondents,199.3076111650672,-10.230983068931863,500.0000000000005,0.42484273080501406,0.10422366932310757,0.4526853350115864,0.0,877
